time,Muff_AW-INFO,Muff_INFO-ETI,Muff_AW-ZHI,Muff_HKW-DLR,Muff_DLR-ATRIUM,Muff_ZHI-HdM,Muff_AW-KZS1,Muff_AW-KZS2,Muff_IFF-ZAQ,Muff_ZAQ-IFKB
01.01.2023 02:45,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 03:00,1.5580357142857145e-05,1.97158840388007e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 03:15,1.5580357142857145e-05,1.9715884038800707e-05,1.860987103174602e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 03:30,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232813e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.0485284391534395e-05,2.6496224647266313e-05
01.01.2023 03:45,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 04:00,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266306e-05
01.01.2023 04:15,1.5580357142857148e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 04:30,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617274e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.2023 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.2023 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.2023 05:30,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.0485284391534385e-05,2.6496224647266313e-05
01.01.2023 05:45,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.8225170855379187e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 06:00,1.5580357142857145e-05,1.9715884038800707e-05,1.860987103174604e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 06:15,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232803e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 06:30,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.8225170855379187e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266323e-05
01.01.2023 06:45,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 07:00,1.5580357142857148e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.8225170855379197e-05,1.8706046075837742e-05,2.293774801587302e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 07:15,1.5580357142857145e-05,1.9715884038800707e-05,1.8609871031746033e-05,1.7022982804232806e-05,1.9523533950617288e-05,1.822517085537919e-05,1.8706046075837742e-05,2.2937748015873e-05,2.048528439153439e-05,2.6496224647266313e-05
01.01.2023 07:30,0.04951132029955893,0.0626532139593184,0.0591385214689176,0.05409570180877737,0.0620419630914226,0.05791601973312595,0.059444146902865536,0.07289166599657286,0.06509821743090156,0.08419980705264496
01.01.2023 07:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.2023 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.2023 08:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.2023 08:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
