,PCC-Load1,PCC-Load2,ESS1-Load1,RES1-Load1,RES1-ESS1,ESS2-Load2,RES2-Load2,RES2-ESS2,Load1-Load2
0,-0.36481664939913117,-0.5780043336118865,0.924611153050336,0.7700999884809915,-0.7700999895281282,0.8118165923426508,0.5809716510061936,-0.5809716510060768,-0.45627926746922115
1,-0.2705049596728486,-0.5159848398077429,0.829239767803683,0.6911491817646593,-0.6911491825446324,0.8296379558030526,0.593812972851777,-0.5938129728850557,-0.5451829873437716
2,-0.25554300176031575,-0.5286051389409181,0.7449932504883022,0.6221970031603257,-0.6221970040328517,0.8527007678254429,0.6086860051818633,-0.6086860053708331,-0.5722514657992637
3,0.441266145105601,0.061041341259397086,0.4439738442009739,0.3726458322881888,-0.372645832283127,0.6553102066949683,0.46682845218693164,-0.4668284522023627,-0.855387650453105
4,1.2129152178730465,0.9515425788084144,-0.002244935494807468,0.0019733574963462443,-0.0019733560745693983,0.0004722394251415482,-0.00047495748900058175,0.00047495754697944495,-0.640443101747524
5,1.182954392498118,0.9127141601623521,-0.002430258295827022,0.0022399262980831924,-0.0022399253462041177,0.0013766036628661432,-0.0014145561392480406,0.0014145564310834562,-0.6238330075651426
6,1.1966783836119816,0.9192792378821082,-0.0022630308489355287,0.001997754586596596,-0.0019977532305855746,0.0004808912143505405,-0.00048194248936541447,0.0004819425141811365,-0.6786734815775689
7,3.570020849401942,3.3197834965885136,-1.2318882906359925,-1.0184072310409722,1.0184072310408496,-1.3091142990748028,-0.9409882460329635,0.940988246033355,-0.6361237499155029
8,3.535310101673417,3.288640992578678,-1.231873972825971,-1.0184200147639877,1.0184200147636777,-1.3090993314219714,-0.9410040301089004,0.9410040301110757,-0.6267232957165926
9,3.5077733116006584,3.2617698944499125,-1.2319118503331077,-1.0183860960968152,1.0183860960967372,-1.3091039655041528,-0.9409993463903461,0.9409993463892706,-0.624714280240477
10,3.4615100646807946,3.2320265180792376,-1.2318548577400852,-1.018436462876662,1.0184364628755205,-1.3091674750673388,-0.9409318609301532,0.9409318609295906,-0.5825914391473729
11,-0.23474550698023222,-0.5502654796224533,0.7550971165825557,0.6301651034196215,-0.6301651042033586,0.9623446830203859,0.688381205671705,-0.6883812058847645,-0.7122859543285605
12,-0.218676543116203,-0.5702271194842865,0.9959602927113663,0.8285713968515092,-0.8285713976907261,1.0733731410945786,0.7699135542934228,-0.7699135540316767,-0.8411057006148781
13,-0.18300807675473152,-0.526754093368595,1.0121083250109897,0.8432316462688128,-0.8432316474454151,1.0048220717824035,0.7180611729975522,-0.7180611734576056,-0.770432085532535
14,-0.1672018358584637,-0.4919643468597883,0.9386312302513133,0.7820740245123133,-0.7820740254305462,1.0190487483692137,0.7292615444226556,-0.7292615446108678,-0.7371221500518909
15,-0.14610766310710233,-0.42210258117103194,0.9812509863699869,0.8164531573538009,-0.8164531580356023,0.9191784266614457,0.6584659856319478,-0.6584659857786216,-0.6465850681276128
16,1.1237940760016727,0.7968461107371922,0.22482854739628078,0.18962805440047467,-0.18962805327771173,0.2661561865165055,0.1905924521951117,-0.19059245210094838,-0.8300303183372837
17,3.2679414967826688,2.9723018413002364,-0.9862256995581993,-0.814044230669624,0.8140442306694313,-1.0467965187668327,-0.7533088662707801,0.7533088662712111,-0.7413519576856765
18,3.6866286700480373,3.4100237158029927,-1.231813320974819,-1.0184713194712696,1.0184713194708617,-1.3092724473969921,-0.9408218748547548,0.9408218748566718,-0.7063224455993875
19,3.8890472771277587,3.566837248969307,-1.231906155921278,-1.0183888596172856,1.0183888596174295,-1.3092748481019494,-0.9408214239686049,0.9408214239697421,-0.8262073927540086
20,3.795355947595624,3.5109347328670424,-1.2318698718781553,-1.0184210114313756,1.0184210114311614,-1.3092317522873134,-0.9408646914827875,0.9408646914829272,-0.7261938464268105
21,3.8412391385940623,3.5308892088196444,-1.2318002377490478,-1.018478779540669,1.018478779540207,-1.309131055503316,-0.9409712287436263,0.9409712287442589,-0.7915434840753449
22,1.0667061802198532,0.7318327755946825,0.20626358095403965,0.17537062638086023,-0.17537062541960857,0.356027380317934,0.2533776737398469,-0.2533776735384714,-0.7970447057985143
23,-0.06613900886139845,-0.3310754069223094,0.950372839685187,0.7904492919564953,-0.7904492924346499,0.8686585308997553,0.6232198947720896,-0.6232198947298129,-0.640864255171283
24,-0.016003526852330197,-0.4608396205746317,0.8792074674968362,0.7328391848667221,-0.7328391855117605,1.151044290406151,0.8244386462058699,-0.8244386462209365,-1.048276867223219
25,-0.07480985071225632,-0.45559663923023663,0.9659044053166168,0.8048415673462569,-0.8048415682243928,1.0164875048307291,0.726633249870873,-0.7266332503087012,-0.875555067608247
26,-0.0762151258228414,-0.4424847954948632,0.8948193459408326,0.7451001079302407,-0.7451001085156401,1.0232828185227385,0.7335099298740609,-0.733509929904242,-0.8792776662920851
27,-0.15832194166421232,-0.4513298806785997,1.0080111809263523,0.837959979467554,-0.8379599800690316,0.8871982409759118,0.6365402514730799,-0.6365402515030688,-0.7210797299861388
