,ETI-IST,AW-NWZ 1,AW-NWZ 2,NWZ-MEN,NWZ-WW,ETI-IW,IW-HdS,HdS-ARENA,ARENA-HKW,MENSA-MPA,MPA-HKW,NWZ-STP,STP-DLR,DLR-Muff_HKW-DLR,DLR-Muff_DLR-ATRIUM,HdM-RZ,RZ-Birkhof,RZ-KZS,AW-IFB,IFB-VFG,VFG-Bio,Bio-VISUS,Bio-MIKRO,MIKRO-SPZ,MIKRO-KZS,KZS-IFF,IFKB-AW_Erw.,HKW-L3 RN,HKW-AERO,AERO-Statik,Statik-L3 RN,HKW-KZN,KZN-ENTE,KZN-ILA1 RN,ILA1 RN-ILA2 RN,ILA1 RN-IVK RN,IVK RN-OGI,OGI-Polizei,OGI-HKW,AW-Muff_AW-INFO,Muff_AW-INFO-INFO,INFO-Muff_INFO-ETI,Muff_INFO-ETI-ETI,Muff_HKW-DLR-HKW,Muff_DLR-ATRIUM-ATRIUM,DLR-KLW,AW-Muff_AW-ZHI,Muff_AW-ZHI-ZHI,ZHI-Muff_ZHI-HdM,Muff_ZHI-HdM-HdM,AW_Erw-Muff_AW-KZS1,Muff_AW-KZS1-Muff_AW-KZS2,Muff_AW-KZS2-KZS,IFF-Muff_IFF-ZAQ,Muff_IFF-ZAQ-ZAQ,ZAQ-Muff_ZAQ-IFKB,Muff_ZAQ-IFKB-IFKB,AW-HLRS1,HLRS1-HLRS2,HLRS2-AW_Erw.,Aw_Erw-AW_Erw2,ES4-AW_Erw2,AW-AW_Erw2,Batt1,Batt2,Batt3,Batt4,Batt5,Batt6,Batt7,Batt8,Batt9,Batt10
0,1.3646854138635823e-12,0.0005134624391016082,0.0005134624391016082,-0.00021429059739791226,-9.097684487715475e-13,-0.00623451747878053,-0.006233101613171478,-0.0062295158584148086,-0.006226818713502281,-0.00021009780047486428,-0.00020468433157725484,0.0012455992732456323,0.0012476083343666716,0.0012505408937261654,-1.5023616113652419e-10,-0.001718660027582,-2.2741821603281325e-13,-0.0017186552385394735,0.0005671363672715983,0.0005674686467697375,0.0005676004522416565,1.1063342725545452e-16,0.0005676094536801712,-9.098924158238713e-13,0.0005676357889864088,-0.0003457158430611604,-0.0003451644797764242,1.2864335845673922e-09,-7.084149276072334e-09,-1.3887041818966445e-09,-1.2863198837296718e-09,-0.004947142614308845,-2.273814661504693e-13,-0.004939041635047325,-0.005155484923307085,0.0002197699116437521,0.00022076606145754986,-4.547680723384391e-13,0.0002211975877972681,-0.006238543943257699,-0.006238345307921664,-0.006238123000059942,-0.006236446517166852,0.0012553275881626112,6.020057881585521e-17,7.772557283696959e-17,0.003498788015096307,0.0034989274355023995,0.0034991002564273444,-0.0017187467434701253,0.0008045787164399383,0.0008051715181821782,0.0008053018374806972,-0.0003456560575264467,-0.0003456370690518633,-0.00034561488848541713,-0.000345581787432718,6.923470019916175e-05,6.923485357715596e-05,6.927955262837267e-05,-0.0010804174498204788,-4.4753229725978215e-12,-0.0010803796169687099,-7.27919951925322e-12,-2.6624400441950025e-15,-7.281215156406233e-12,7.27845182671458e-12,-2.183476023334755e-11,0.005217882706547681,-7.279561666567047e-12,-3.639599951120535e-11,-1.455974978288829e-11,-1.455967393487809e-11
1,1.3649062539263472e-12,0.0026078760774722208,0.0026078760774722208,0.0008824887872628644,-2.2740040737863655e-13,-0.0052054869566158625,-0.0052040734011049965,-0.005200492547765499,-0.00519779847296573,0.0008866756546330965,0.0008920823308907852,0.004337653916655631,0.00433967655358391,-0.0007480222833586355,0.0050906461549878575,9.592242063788662e-05,-2.2740297841915033e-13,9.592644315136137e-05,0.00012732258507489153,0.00012765476610097573,0.00012778640276837026,5.615043212475201e-17,0.00012779523932177588,-2.2744497800582277e-13,0.00012782151354126273,0.00016396785692196787,0.0001645189725793328,1.2863028604322138e-09,-7.084592617831671e-09,-1.3893718734287265e-09,-1.2859617854243961e-09,-0.0048341794762073245,4.547855041180359e-13,-0.004826078621727592,-0.0050282566335226875,0.00020550456835482478,0.00020650070466879896,3.989055026978528e-17,0.0002069322214867676,-0.0052095044492049755,-0.005209306458337627,-0.005209084792239088,-0.005207412386854482,-0.0007432306752027922,-9.097236180568777e-13,-1.7049634537183614e-13,9.549731614107452e-05,9.563417891612515e-05,9.58024222608744e-05,9.58375730504022e-05,-6.050443850405203e-05,-5.991196395666969e-05,-5.978183228647076e-05,0.00016402756024003494,0.00016404654166251147,0.00016406870570081085,0.0001641017947600267,5.775877467091621e-05,5.775892702536539e-05,5.780361415295338e-05,0.00028287319919899,2.1159534194005607e-11,0.00028291100545316993,0.0,-7.276385962663205e-12,7.279648623562395e-12,7.27917773273329e-12,0.005090646490743992,-1.456138006619207e-11,0.0,-2.183963188616195e-11,1.4559757903521504e-11,-7.281531757390174e-12
2,-9.09691802936298e-13,0.002591734109002963,0.002591734109002963,0.0009312480132738164,4.549112136854964e-13,-0.005173202959924995,-0.005171789319584493,-0.005168208259258923,-0.005165514031625613,0.0009354350388103925,0.0009408418907479379,0.004256610253651907,0.004258632114716824,-0.0005540429897366974,0.004815620775587813,9.592239596830953e-05,1.1377769229544508e-13,9.592641689327927e-05,0.00012732255797758788,0.00012765473920161398,0.000127786375848173,4.550594859621128e-13,0.00012779521269930944,2.2750060992469033e-13,0.00012782148636274158,0.00016396782141058484,0.00016451893824450463,1.2857315253030657e-09,-7.085142189484975e-09,-1.3889237501247005e-09,-1.2873233507940933e-09,-0.0045899956700750704,-9.09555956966192e-13,-0.004581894993237039,-0.00475323441423825,0.00017466592786228677,0.00017566204378638707,-4.547780312434049e-13,0.00017609354940727195,-0.005177220684476489,-0.005177022684125344,-0.005176800998566671,-0.005175128502960382,-0.0005492520247401538,9.097234852802886e-13,-2.842099590590415e-13,9.549730557853781e-05,9.563416495106224e-05,9.580240694288006e-05,9.583754616628249e-05,-6.050442887737558e-05,-5.991194935785101e-05,-5.9781819122922705e-05,0.00016402752313641032,0.00016404649717084613,0.00016406866817717845,0.00016410176057483726,5.775876227465032e-05,5.775891660348615e-05,5.780360128913594e-05,0.00028287314832806045,2.234812959280853e-11,0.0002829109619708379,-7.27920357664347e-12,-2.9120373646000484e-11,1.598910302962337e-15,-7.28066415478066e-12,0.004815621089690298,1.4561381684704673e-11,1.455602169369971e-11,-2.1836210987433504e-11,1.4563179781455728e-11,-1.4561374388624452e-11
3,-9.096917753472244e-13,0.002585678390843314,0.002585678390843314,0.0009495402310792396,-2.2743349704546365e-13,-0.0051610914882990085,-0.005159677817206853,-0.005156096677600046,-0.005153402392663833,0.0009537273180213325,0.0009591342356277624,0.004226206411694414,0.004228227984195151,-0.00048127090717143406,0.004712443967827027,9.59223928731806e-05,1.137777001467103e-13,9.59264149760935e-05,0.00012732254845313005,0.00012765472934344983,0.00012778636610703004,2.2755785046699936e-13,0.00012779520298573918,-6.823905020638985e-13,0.00012782147659979066,0.0001639678090605364,0.0001645189199861296,1.2861917082233588e-09,-7.085216796041196e-09,-1.3887964474509392e-09,-1.2857369392890273e-09,-0.004498389139740555,2.2738898925525754e-13,-0.004490288519828117,-0.004650058719562367,0.00016309668725924796,0.00016409279672298992,-4.547580633573208e-13,0.00016452429827295092,-0.005165109307325585,-0.005164911299074965,-0.005164689612390152,-0.005163017073964271,-0.0004764801633012886,-9.096940394266978e-13,-2.8420086686037717e-13,9.549728600262231e-05,9.563415553881127e-05,9.580239729291561e-05,9.583754749000254e-05,-6.05044126724717e-05,-5.9911940578183186e-05,-5.9781819773987065e-05,0.0001640275125454947,0.00016404649160996283,0.00016406866008348417,0.0001641017432277208,5.7758757480621804e-05,5.7758911890281484e-05,5.780359720807324e-05,0.00028287311653379525,1.185742573085378e-11,0.0002829109329472425,0.0,7.279081948573409e-12,3.198616161525114e-15,1.4556879623962848e-11,0.0047124442807852385,1.4563077000433745e-11,-7.278010553790802e-12,2.1843055569158108e-11,0.0,1.4561374995818962e-11
4,-1.4506714758948008e-16,0.001119715485458489,0.001119715485458489,0.00046078955503326167,-4.548673283570471e-13,-0.006721213577157684,-0.006719793911008344,-0.006716199547598135,-0.006713496619546781,0.00046497925557783284,0.00047038918984644644,0.0017830218471902423,0.0017850296816176526,0.0017879609739233288,-1.5530908092629504e-10,9.592262020531058e-05,1.1377750896896877e-13,9.592664235318524e-05,0.00012732284922777276,0.00012765503169320227,0.00012778666837018598,-2.27333986233569e-13,0.00012779550532859388,-6.82390982635922e-13,0.00012782177921343466,0.0001639682010931433,0.00016451930011957463,1.2854527749031285e-09,-7.085015787588931e-09,-1.3884831234541164e-09,-1.288408962248449e-09,-0.004302715561955655,4.547629022488072e-13,-0.004294615050601773,-0.004429672655533068,0.0001383840416596436,0.00013938013955037382,-4.547880114282658e-13,0.00013981163347069424,-0.0022331960709468307,-0.002232999030536445,-0.002232778286023517,-0.006723148267335567,0.0017927454632718006,-1.3645521405742065e-12,-1.7049925861784525e-13,9.549751460525877e-05,9.563438015457363e-05,9.580262428762165e-05,9.58377699033182e-05,-6.050456410382349e-05,-5.9912083766052246e-05,-5.978195488537913e-05,0.00016402790462853237,0.000164046883481162,0.00016406905142093538,0.00016410212412264013,5.7758893780371266e-05,5.775904862217788e-05,5.7803733720358425e-05,0.000282873765274221,-4.830638568640702e-12,0.0002829116153696584,2.7481614476261836e-15,0.004492052478320595,0.0,7.276947667448894e-12,-7.277287772775594e-12,1.4557999654302376e-11,7.278019151595043e-12,1.456315341893e-11,-7.283278798472002e-12,-7.27647600604165e-12
5,-1.3646130688502015e-12,0.0010136080820433541,0.0010136080820433541,0.000342669997660901,-4.548564225033399e-13,-0.0065736382412082935,-0.006572218735638388,-0.00656862466835351,-0.006565921892000008,0.0003468592230559018,0.0003522686250232395,0.0016889258732280077,0.001690933317264644,0.0016938643461776556,-1.5072403143867723e-10,9.592265630683027e-05,1.13791226369545e-13,9.592667922131277e-05,0.00012732290058422815,0.00012765508250857634,0.0001277867196907863,1.116020699286777e-16,0.00012779555627187835,-4.54945791599866e-13,0.00012782183193327446,0.00016396825680211447,0.0001645193799554157,1.2863163697606763e-09,-7.0847016747043994e-09,-1.3893941808075073e-09,-1.2858615113197843e-09,-0.004360109948300981,-4.54793052267129e-13,-0.00435200940514089,-0.00449431541346712,0.00014563247008238272,0.00014662857207266983,-9.095660360304907e-13,0.00014706006680580968,-0.002020981723254232,-0.006577477736894286,-0.006577254628977846,-0.006575572653059816,0.0016986484321030784,-1.819352506479566e-12,-1.1364020548484459e-13,9.549755859466889e-05,9.563442048125088e-05,9.580266466829131e-05,9.583780528420688e-05,-6.050457453798907e-05,-5.991210499660604e-05,-5.9781984872642264e-05,0.00016402796074473577,0.00016404694584610738,0.00016406911080600543,0.00016410220231991354,5.775891703445521e-05,5.7759071424289985e-05,5.780375659019332e-05,0.0002828739155813889,2.7689319070272364e-12,0.00028291173393443515,0.004556695590912858,2.9116317224291424e-11,-3.1733387179267783e-15,-1.4556911175061513e-11,-1.455844167442627e-11,-2.184288778621948e-11,7.279563462509879e-12,7.276477849070049e-12,1.4564848775597684e-11,7.28151838439094e-12
6,-9.098389179734108e-13,0.0006864706028007931,0.0006864706028007931,-2.165864536541826e-05,2.1879825101951174e-17,-0.006077795291786576,-0.00607637954526085,-0.006072793986809694,-0.00607009692633586,-1.7466269765833083e-05,-1.205327641633604e-05,0.0013989832702621693,0.0014009922484964933,0.0014039246629456254,-1.4121989550782365e-10,-0.0015438254327205614,9.546302104116987e-17,-0.0015438207921857259,0.0005247604068542556,0.0005250926679289149,0.0005252244444875698,-2.2744608746463653e-13,0.0005252334213528299,4.550558813168874e-13,0.0005252597487933359,-0.0002966080206906361,-0.0002960567150168687,1.2863789892226844e-09,-7.0848599927849554e-09,-1.3887830418851377e-09,-1.2854694375868243e-09,-0.004500779016067584,-2.2739652283900184e-13,-0.0044926783603003225,-0.0046527493905159645,0.00016339753417649532,0.00016439364789322053,-9.09556057478854e-13,0.00016482515164984205,-0.006081821131396948,-0.006081622566178432,-0.006081400303531993,-0.006079724115757262,0.00140871110359341,9.097216986161737e-13,-5.6776687761492464e-14,0.0031708818381965933,0.0031710208053554855,0.003171192814187296,-0.001543911794981351,0.0007212282811517539,0.0007218209978750572,0.0007219512651912629,-0.00029654825631040345,-0.0002965292772924629,-0.00029650709891530466,-0.0002964739962843131,6.812897677023809e-05,6.812912935216042e-05,6.817382827507662e-05,-0.0009490649796696593,5.470576348338892e-13,-0.0009490271412691413,-2.1837600992592152e-11,0.0,2.1842086720800082e-11,7.279205674369471e-12,7.27729026801024e-12,0.004715140219127798,-7.279562548708736e-12,7.279874129898753e-12,-2.1844693585201982e-11,-2.1836172675036794e-11
7,-1.3646857970117025e-12,0.0010043446436706347,0.0010043446436706347,0.00033233845523419274,-4.548674451814217e-13,-0.006926205944449535,-0.006924785734226287,-0.006921190219056849,-0.006918486570868156,0.00033652819839947426,0.0003419381895302369,0.0016807311911352367,0.0016827389316213647,0.0016856702077117317,-1.5341795643470896e-10,9.592266988459134e-05,-4.548896681822696e-13,9.592668944179137e-05,0.0001273229244475079,0.00012765510698426578,0.0001277867440241133,2.276689290966101e-13,0.00012779558131140414,2.2744527977448594e-13,0.00012782185466820412,0.00016396829068238768,0.0001645194055484149,1.2860282157259754e-09,-7.085214823220359e-09,-1.3893191963026177e-09,-1.2862555898840686e-09,-0.00468958784640089,-1.3643264063799446e-12,-0.004681487079620275,-0.004865403694566339,0.00018724315544599808,0.00018823928200881488,4.547780341620439e-13,0.00018867079403404828,-0.002002454990371856,-0.0020022580294367385,-0.0020020373575702676,-0.0069281414823953065,0.0016904546945676663,1.8193828486554933e-12,-2.2734930385243698e-13,9.549758351797207e-05,9.563444693437354e-05,9.580269013587251e-05,9.583782020450708e-05,-6.050460184554056e-05,-5.9912115127867544e-05,-5.978199125210312e-05,0.00016402799347678244,0.00016404696399629297,0.0001640691340205168,0.00016410222598040887,5.7758928109817344e-05,5.775908122540345e-05,5.780376670439229e-05,0.00028287397307343287,2.7234816011668527e-12,0.00028291181056183174,-7.28057140241503e-12,0.004927787620788575,2.911858619244815e-11,-2.911156060393147e-11,7.278254605067436e-12,-1.4561364184257378e-11,-7.278021283952114e-12,0.0,-7.28157474461696e-12,-2.1839516812543946e-11
8,7.252099572406603e-17,0.0009253079630903976,0.0009253079630903976,0.0002443600057373973,-2.2740084204153494e-13,-0.006707621824818672,-0.006706201961367531,-0.00670260712910042,-0.006699903872094325,0.0002485492391926113,0.00025395865519677605,0.0016106355433641792,0.0016126429023663113,0.0016155738968412381,-1.4205951895520074e-10,9.592269578995059e-05,3.4124978002929716e-13,9.592671713442455e-05,0.00012732295448526751,0.00012765513722922474,0.00012778677493690974,2.276687645511446e-13,0.00012779561124587555,-2.274453088457829e-13,0.00012782188491519377,0.0001639683307207418,0.00016451945438928652,1.2855768726783251e-09,-7.086042707272704e-09,-1.389253709933152e-09,-1.2859179270282864e-09,-0.004635866201686972,-4.547779785170614e-13,-0.004627765461483292,-0.004804897376743611,0.0001804584428106562,0.0001814545661107112,4.547979897096241e-13,0.00018188607601180498,-0.001844381929486852,-0.006711462611896078,-0.006711239404235361,-0.00670955679715445,0.001620357937722909,9.0972164803585e-13,-5.678116129997061e-14,9.549759432075931e-05,9.56344636957116e-05,9.580270853246874e-05,9.583784604023574e-05,-6.0504620699945234e-05,-5.991213824875689e-05,-5.97820051836232e-05,0.00016402803548672896,0.00016404700887646384,0.00016406917908500857,0.00016410227543749037,5.775894237280368e-05,5.775909652657552e-05,5.780378214171325e-05,0.00028287401809000466,-2.197831099921565e-11,0.0002829118643545077,0.004867280370534365,2.183856163801059e-11,-1.455770728924938e-11,7.277701633537483e-12,9.652034153451524e-16,0.0,-1.5407467334224987e-15,1.4559749203124025e-11,7.279876257934023e-12,-7.279838318839158e-12
9,4.553529038730919e-13,0.21989468696791858,0.21989468696791858,0.28299463001275704,-1.6065648591709988e-16,0.2603390313941482,0.26035625470330837,0.26039390794599826,0.26041831797950354,0.2830374143081875,0.2830814152670634,0.15684783471969602,0.15686304521980807,0.2568888401652984,-0.10000007557672905,0.01640162556193397,1.1292817216662146e-13,0.016401699711062596,-0.03324120274156761,-0.03324021187892867,-0.033239257423738594,4.5407204305298146e-13,-0.0332386854122794,-5.147638567741278e-16,-0.03323848323101084,-0.012104893371562378,0.08790322125071448,1.2855455581328718e-09,-7.082107736843385e-09,-1.3889232598469958e-09,-1.2862275035337756e-09,0.7991793450714708,-2.2733634934065802e-13,0.7992385442041395,0.9005993111532007,-0.10133858791349404,-0.10133173131644742,-3.385429400743158e-17,-0.10132701154399601,0.06028002228024188,0.16028194031422746,0.160283811608176,0.26031268597454155,0.35694768995121656,-9.097376761404633e-13,2.2686128920171723e-13,-0.18360316736540785,-0.083601517944818,-0.08359877085870111,0.016401371954503485,-0.1952760327327768,-0.09526837602845856,0.004731836276095793,-0.012104748248253172,0.08789596360296963,0.08789660310124037,0.0878974077033309,-0.0023049594657775013,-0.0023049584758168986,-0.0023049121769385733,0.28087514931868895,-1.7507171234227385e-11,0.280875660814273,-0.09999999999917475,-0.10000000001122754,-0.09999999998666725,-0.09999999998564453,-0.09999999999905289,-0.10000000000193637,-0.09999999998731986,-0.10000000000577834,-0.09999999998402828,0.0
