,Strahlenphysik,Lehrstuhl für Bildschirmtechnik,Verfügungsgebäude,Institut für Keramische Bauteile,Institut für Zeitmesstechnik & HSG-IMAT,Hy-Solar,Sportinstitut,Sporthalle,Segal-Haus,Rechenzentrum 1,Rechenzentrum 2,Kältezentrale Süd,Rechenzentrum Baracke,Bioverfahrenstechnik,Pegasus,Industrielle Fertigung und Fabrikbetrieb,Höchstleistungsrechenzentrum ,Demonstrationshaus,Chemiegebäude,Verwaltungsgebäude OGI,Lagerhalle 1,Holzbau,Betonbau,Stahlbau,Großversuchshalle,Erdbau,Brandhalle,Lagerhalle 2,Lüftungszentrale bei PFWR 4G,Simtech,Simtech2,Maschinenlabor,Ingenieurwissenschaften BT/B100,Verwaltungsgebäude HKW,Kältezentrale Nord,Ingenieurwissenschaften BT/A100,Energietechnik,Greenteam,Sporthalle Keltenschanze,Verbrennungsmotoren und KFZ-Wesen,Windkanal,Leichte Fläche,Arena 2036,L1 Aero-Gas Institutsgebäude,L1 Aero-Gas Hallenbau,L1 Aero-Gas Windkanal,Verfahrenstechnik und Dampfkesselwesen 1,L2 Statik und Dynamik Institutsgebäude,L2 Statik und Dynamik Versuchshalle,Raumfahrtzentrum Baden-Württemberg,Luftfahrt 3 Institutsgebäude ,Luftfahrt 3 Hallenbau,Hochhaus MPA,Halle MPA A,Halle MPA C,Halle MPA D,Prüfhalle MPA,Atrium,Strahlwerkzeuge ,Mensa (nur Studentenräume) ,Elektrotechnik 1,Elektrotechnik 2,großer Hörsaal PFWR 53,NWZ I Chemie Hochhaus,NWZ II Physik Hochhaus,Telefonzentrale,Internationales Zentrum ,Wasserbau / VEGAS,110 kV Station,Campus Guest 1,Campus Guest 2,Campus Guest 3,Campus Guest 4,Informatik
0,0.07758537260152044,0.10986599874652843,0.09515423146927507,0.03414800209697542,0.025099685790655236,0.04951742144746234,0.0073164228214398185,0.009109484080749086,0.0008667219458855723,0.005232447632713725,0.3131503962759613,0.8191655169398852,0.000725880813846527,0.3258576643779808,0.012272472324262538,0.050476064836728375,3.5543722901195807,0.009113464057580008,0.01566274609107501,0.014233186283801713,0.0028540161462114544,0.02399953148456651,0.02671151349975672,0.02591795368057181,0.020791982491339685,0.015796652011489703,0.04309168176289476,0.003765320372794716,0.0007012729728802923,0.017829537413360942,0.037134411502264146,0.19211188773482038,0.051138882972712255,0.5525719924198309,0.2598464318997685,0.19670518329642417,0.059023764693758245,0.005271871143245187,0.0023876995948744735,0.23882816817875901,0.08690082836337475,0.002706456234899195,0.06478681094574656,0.016199954775403303,0.01021434969632323,0.0011436008403217497,0.09359665862572199,0.025328994433138522,0.011926877056817756,0.05941659819104388,0.08593760088045885,0.15945222591650762,0.07094944273862464,0.2606521109841087,0.017872463766863373,0.013941774304512435,0.006385262691964283,0.012321600830660737,0.060022039559217887,0.018102474772971226,0.20822971365721768,0.1221819656390241,0.02511451237884514,0.7574885433615188,0.6249013764952248,0.0032334615048360913,0.012299805294029732,0.036234597381499166,0.005364667317209314,0.012299962789962642,0.004355392674027317,0.026200926873813576,0.015228453642676802,0.17791589333115507
1,0.0790541798158931,0.1086089092660254,0.0962321571724527,0.034285156265838175,0.025846061851853605,0.05044570018375687,0.007304915340784184,0.009136046807634907,0.0008494346205721836,0.004913318952816265,0.2980325901693328,0.7927347046889277,0.0007346864319565073,0.32494310658063685,0.011888447445709407,0.04980189915963091,3.5702469597951416,0.009705726788006202,0.016527116123907233,0.014303665248548703,0.0031634300804764546,0.024154889350793837,0.02499248388455977,0.02527374072858626,0.01982328477695101,0.01663533233005298,0.04084009203447751,0.003724577206526264,0.0006595969496739313,0.018940764714903715,0.036948188984798215,0.1859687559525641,0.04848664738546824,0.5434559823236914,0.252028819618651,0.19871591127462898,0.058254706873343526,0.0050005709464700536,0.002453753086075515,0.264255219969505,0.08740161491707289,0.002703021029831203,0.06951236933504912,0.016939705579504912,0.009584656282142971,0.0010804279442204398,0.09600619799240849,0.023980640275069447,0.012541021356678205,0.0593279407766216,0.09257892772670674,0.1580304536691278,0.073890501992469,0.26471587436813343,0.01873156482619946,0.013170985457170796,0.006110097542537188,0.012010665702416492,0.06437118077030513,0.01718887159361976,0.21780892685061423,0.11599098928742639,0.023756453373615774,0.7105599625017367,0.6927808088196984,0.0033986368243774643,0.012776383536628074,0.04010027074675894,0.005428827622801561,0.011996927736350083,0.004575277083954379,0.024972932345036586,0.016005359732124306,0.18049634392225386
2,0.08363032612537842,0.10838770266412617,0.10125888035607486,0.03418268628847328,0.024489266034879466,0.05311265881239447,0.007628251653294094,0.009291601756065526,0.0008399958695071242,0.004926415487784799,0.3043234745326287,0.8004941398898073,0.00075276068919027,0.3091071899331101,0.012457969182627407,0.047247802153303244,3.450917264200079,0.01074377672326755,0.01625213023441333,0.01328974259721792,0.0025523017401659176,0.02445210194207161,0.027313057856651175,0.02511109649822799,0.019648213446723,0.017514832297881425,0.03834099081448884,0.003734421819584685,0.0006633435083432555,0.019781324971051038,0.04001135589576351,0.19581737033810065,0.05234256833212045,0.5343918360662393,0.2541503081517316,0.19912039378575258,0.05591433163079899,0.00507736445777706,0.002401583608531556,0.2635798780712502,0.08545134987836805,0.002669377577242927,0.0708241380074586,0.01582719415769768,0.010381198746659048,0.001165105505979516,0.09446604195060637,0.02284815535646813,0.012449352641087076,0.056025949757646736,0.09518304419145701,0.15220570078942627,0.08037713853466451,0.26105156384810035,0.020173595594646442,0.013319229207489,0.006041630373589429,0.011957009072852402,0.06519209549992903,0.017698482743897032,0.24513817218384568,0.11585167048672537,0.023034886203810334,0.7403976648860385,0.6958575592104645,0.003615579084071752,0.01191401953469823,0.03779704898314418,0.005307939785515015,0.011835073638417206,0.0050568256079478345,0.026326516872102787,0.015279068104721408,0.1773994410406368
3,0.08736497019388761,0.112886230844935,0.1047419191165641,0.03498430145117892,0.024381810756218855,0.05469821207863988,0.00747072582259219,0.008632800747668715,0.0008264745974155701,0.0049802626752502195,0.30534383155873235,0.7372809764529337,0.0007559649969477856,0.3145799338014201,0.01174465517789817,0.04895575549658559,3.1595482354326987,0.011321322020531781,0.014918832461129353,0.01386585443802719,0.002598147087000664,0.02463018062443544,0.02709582591748274,0.02539123541689454,0.019792624551814013,0.01767310923975154,0.03933857198929422,0.0031719563016095777,0.0006043402118566295,0.013362822958679643,0.04162470778210524,0.1920597816471725,0.04567067295252038,0.4971402865694601,0.21358819207395305,0.2000391716272806,0.0556650440543101,0.004954063837523615,0.002476604471515612,0.26978315777373385,0.0834865794339442,0.0026892161347420716,0.07319516141229436,0.014550965017556332,0.010358274817597362,0.0011746458866694427,0.09312812755709933,0.023525498885966546,0.011967974468724208,0.05456402995812244,0.09685545895749781,0.15654615232257596,0.08311991114373117,0.24726332549152938,0.019912525873860783,0.012202579393199037,0.00570830885141524,0.01113773862135,0.06714819307344196,0.016942208412233574,0.24166761095527364,0.1088004727115684,0.0238295336081779,0.7323072095161505,0.720792285489906,0.0035762073740282334,0.01203245840811634,0.036320145885171344,0.0053011012267149575,0.011981454910244611,0.005336114469259468,0.027025243629493313,0.015634305567398095,0.20732526089588052
4,0.07800162127791124,0.10816203593864819,0.09975688367129237,0.03564746110130389,0.02692563364407687,0.054969684124409855,0.0069831398994005004,0.008273625752082011,0.0007420663685966914,0.005424638231267949,0.3028845210492267,0.7361806551228386,0.000813615675134657,0.342883117706542,0.012315520276729552,0.04740942822018533,3.4143981955778244,0.011749298894740424,0.014544602939881381,0.014704425415720106,0.002899636901093384,0.02380092805321149,0.02644683289712081,0.024580790293663304,0.0200550591690362,0.01768172128883728,0.036106074111551915,0.0020368827731329447,0.000602071632195952,0.01507240227979804,0.04091849294029453,0.21296202993345573,0.04678867438827672,0.5410708125323223,0.2284466097792752,0.1883391652393597,0.04971254895294491,0.00490997569697852,0.0025287649757848463,0.27183070480357985,0.07901727611718616,0.002754352322949025,0.07541622005162586,0.01442888038191581,0.011286724195573604,0.0012327571906203885,0.09903505224759881,0.02155621235753895,0.012660793602780107,0.053082099937497414,0.09093026564199885,0.14499238864835018,0.08855169447720905,0.2745183400640213,0.018755013154811956,0.010408264209245512,0.005863834524117246,0.010994317101753442,0.06937286023876478,0.017484967215803636,0.23590197984825867,0.10441337728782145,0.024813205664286745,0.6797917013515546,0.6961838617214275,0.003752422829762169,0.011861166380288989,0.035426282969636146,0.005305484398550207,0.011296547676820015,0.00531761936037737,0.028948982171473993,0.0159269672648215,0.19404706699998472
5,0.08251178782423603,0.11047641157999966,0.09842905173844879,0.035302638282333924,0.027637600333757922,0.055591858428047834,0.006965550793404099,0.008094908650495659,0.0007747394873725401,0.005324198227080678,0.30722066278384863,0.7644168052325104,0.0008113263118602397,0.34870879276419453,0.011593905085281313,0.05082227641527536,3.3416286758824794,0.012765304053649656,0.014076948901541856,0.014753017775171056,0.002908002086665439,0.022081867881888248,0.022875649182929073,0.02544906497616684,0.019087286186636434,0.016140336093234585,0.03929181024082239,0.0021438443847244704,0.0006376707878116123,0.015401770069561494,0.04019404262615099,0.22011061895131218,0.038066582755995435,0.5694340867936369,0.1805888363955956,0.1935969420391634,0.051573101929873855,0.004786456045148722,0.0030003002851913462,0.278445256391192,0.08383746385815428,0.002683098926663346,0.0718501246873375,0.014974981392280996,0.011349051606378339,1.8168171501988524e-05,0.09718104539577105,0.021597788622834922,0.012473680312543405,0.05362079372448567,0.08726612479054373,0.13701500763639005,0.09003921902448468,0.25022144180228106,0.020659160316609616,0.00788133565367436,0.005863123201747428,0.011023865936439503,0.06943909351868012,0.016192970371243048,0.23869318627471156,0.10856056737542544,0.02504061220524117,0.8093537672940269,0.6922077891551417,0.003702683107144401,0.011403489825472667,0.033977629898221236,0.0057468833445587925,0.011999160157202537,0.005455099854493053,0.024655445853838456,0.01565330011390988,0.20072007914869688
6,0.08428113554250112,0.10875820613422639,0.09307215413308441,0.03524935773837169,0.027658633453269566,0.0545793374470863,0.007005764282690018,0.009483387249226257,0.0007282021348938132,0.005236791802126481,0.29928639381067534,0.7145681133042248,0.0008461743318950838,0.3392778269401763,0.012286366638576632,0.049025590923911296,3.4114595971630637,0.012680261127485012,0.014219068797726402,0.014370860637351183,0.0026999067943007946,0.02093078770221024,0.022686464397178,0.02431695683766646,0.018105731270729956,0.016220521926484283,0.04000580860229025,0.00210081200027935,0.0005970347782562432,0.01514579345642731,0.04180346883423443,0.19611137447233076,0.03844098984027693,0.521975322947937,0.18164199891087146,0.2124640493612564,0.04990405351302042,0.005158735217375457,0.002934723538059554,0.3098494246782999,0.09165708946409012,0.0027070856326496546,0.07141005292711378,0.01722239136133189,0.010153632280538944,6.47239257711731e-06,0.09725869892143701,0.020501876200719304,0.013037061055507051,0.05449144190927606,0.08357832729514375,0.13620987247171384,0.09031438722603287,0.2636104817126253,0.020293070291652407,0.008711207435429216,0.0059253555527830504,0.011286349242919758,0.06837229353008298,0.01622116629352928,0.21390544567129421,0.1032250938762851,0.025743325531017734,0.782156776009247,0.6997185374078994,0.0036784586683866957,0.010909096380748547,0.03472067343861338,0.005492991752704372,0.011963222101504035,0.005368354577545359,0.025731656972691,0.014567306421966611,0.19348507929644707
7,0.08478944316166526,0.11036850724442385,0.09878416243972298,0.03587862278731481,0.02779347621505749,0.05271775634435343,0.0068749624860329735,0.009006163286438704,0.0007290452243881636,0.0053699178993537105,0.29946266262934734,0.7090745984795387,0.0008797171550631657,0.33031510219567173,0.012205677685622753,0.051646271902963996,3.347894173841302,0.012878373395823586,0.01686505294936546,0.014727969528441534,0.0030711716131470897,0.01714146872931012,0.022584334674704703,0.02500018278571199,0.01803287865595559,0.015844649558784882,0.03945224044020356,0.002039315711960377,0.000623421675666412,0.015177037438746656,0.04084585085852483,0.18699433272932808,0.041449646257767696,0.5253689093761539,0.12033760528636417,0.2087988215319433,0.05482683301186109,0.004748295339289308,0.0029705892194365376,0.3127622625538618,0.08090523723865549,0.002672313221127564,0.0696056975867075,0.018215568304323165,0.010085216948295433,5.6823523424567505e-05,0.10139765026139809,0.02231882621363184,0.012979756881207997,0.05622353519992898,0.08235957224057752,0.15279151625139212,0.08836863131010322,0.2627387309496127,0.020998150684160843,0.009738807218371661,0.0057151251267146905,0.01158167487643487,0.06930155602079471,0.01785225667329944,0.20671577728281382,0.10776286489122308,0.02499159255374095,0.7682324622070509,0.6543449036065875,0.003544795603730695,0.011212407728378544,0.038280048718354796,0.0038181877741474985,0.012287380606275345,0.0056025072612125495,0.02484196489029889,0.016162945618763566,0.20319134524295682
8,0.08603715806877392,0.10618501945312887,0.0887229662649214,0.03775438421906334,0.02828292353260891,0.04558311793770778,0.007876883379948978,0.009564397035249918,0.0007847746450325741,0.004923670248235401,0.29632546798615483,0.7206854777083416,0.0008720932593307686,0.33537554189759095,0.012097742568056402,0.04950430908402434,3.4980782563747757,0.012810542501904703,0.017382757802304943,0.014655122451621741,0.0029840319729003907,0.017450011212921637,0.021187995480002365,0.024185527215005786,0.018188158724335643,0.016540459744136395,0.03988411832653955,0.002019363545429488,0.0006835613432353769,0.016267252198808542,0.03972768634750829,0.186891506018506,0.04240450929718925,0.4977749287143954,0.12058861783558124,0.2093196749448866,0.05277283180105483,0.004486580065669409,0.003036694947801028,0.31448444405908504,0.08761165792664585,0.0029078948778576367,0.06694670600560856,0.01824668154531051,0.01089109817091114,0.0001043397045906085,0.10270975940172156,0.022447235752605772,0.013380667788615169,0.06658559850699991,0.07986287041957622,0.15277561696812533,0.08800732079754513,0.2529547595275506,0.021623533234747302,0.010770879123121226,0.0062366619513255575,0.012093781164649773,0.06976740587960581,0.01893724393918935,0.23507096495644914,0.110551592864391,0.028473902673607242,0.7827407733332907,0.6156531594726525,0.0036386365997816495,0.009548249007184156,0.038409463496325465,0.004022474722941041,0.013738556679061346,0.005616631785917479,0.024482419010334804,0.01652642528471441,0.19843459738457744
9,0.0732416553070313,0.10411194113046383,0.08087490928388377,0.0364972562695656,0.024825613087987742,0.04575576183525794,0.007297101630244176,0.00978560082841046,0.0008190481206143133,0.0048867838740782685,0.2994407596828007,0.6931315485527738,0.000864114786521871,0.3055355012632749,0.012157889762555444,0.04840237422786561,3.5118326850052335,0.012696519853822016,0.017851626693532643,0.014338940468667866,0.0028241231801288424,0.016402759291223905,0.01883998394548357,0.023266192647369264,0.020116676328921956,0.01633690511744845,0.03764544530464209,0.0019244757481059437,0.0006824590501318816,0.0164329888883252,0.036825312153138993,0.19584196167443607,0.03849207483820728,0.4983180045571381,0.11171518808556935,0.20633208939693026,0.05116719871222109,0.004524021244110969,0.003102325247061947,0.3065016505267035,0.10213455453290443,0.0026884697818798913,0.0644326796196835,0.017799728016014475,0.010555323640441294,8.882269610965245e-05,0.09845036333548848,0.022448280703477066,0.013022162606441259,0.06494425478937411,0.07057602790208665,0.15187149066227346,0.09046956478022022,0.2386156134307861,0.02226350837853761,0.01095590118449518,0.005704470266225755,0.011885697935125492,0.06593487364730481,0.019297241464612796,0.2294813978319002,0.10848511127831571,0.02971096461891069,0.7539291891338777,0.6333440789068231,0.0036507834859138073,0.008994395319808106,0.03320556302222923,0.003875143836066989,0.013555621729722493,0.0057451383326881985,0.025552829147675437,0.015686717457667497,0.1987774820737576
