time-step;ESS1;ESS2
01.01.2023 00:00;-0.02037781427297938;0.0414395683119651
01.01.2023 00:15;0.02842495519905854;-0.0017295579211278479
01.01.2023 00:30;0.022750757645280034;-0.007552350531311864
01.01.2023 00:45;0.061911625734016304;-0.061592232420504024
01.01.2023 01:00;-0.005652659267399819;0.030536535958153272
01.01.2023 01:15;0.024565468197246827;0.0003289257130165191
01.01.2023 01:30;0.02900516715598137;-0.019326545486058985
01.01.2023 01:45;-0.010849704690079153;-0.012246030045169222
01.01.2023 02:00;-0.012762568806022001;-0.010303009981915528
01.01.2023 02:15;-0.012746237746780307;-0.013970184283938833
01.01.2023 02:30;-0.010836970744535568;-0.012449665849552887
01.01.2023 02:45;0.03167554283462291;-0.011659489505716457
01.01.2023 03:00;0.023397530897324423;-0.007311715309117137
01.01.2023 03:15;-0.013501503475889355;0.03496413389964684
01.01.2023 03:30;0.030682643391030204;-0.01240099591067709
01.01.2023 03:45;-0.0546775388839847;0.054502403940842846
01.01.2023 04:00;-0.04795767592882018;0.05280857779762378
01.01.2023 04:15;-0.011126603292929815;-0.012252252267228963
01.01.2023 04:30;-0.009463855646936394;-0.012000950305294201
01.01.2023 04:45;-0.010061042030609198;-0.011640895864166442
01.01.2023 05:00;-0.01330347082431533;-0.010027028600562303
01.01.2023 05:15;-0.010289212620231237;-0.012171643850855902
01.01.2023 05:30;0.033832232111505996;-0.004894841203774496
01.01.2023 05:45;0.05817402197999514;-0.05664889041934712
01.01.2023 06:00;0.027560691420176472;-0.008392698375525635
01.01.2023 06:15;-0.05524249340047903;0.042962161333065796
01.01.2023 06:30;0.05396221523316595;-0.049281381907242405
01.01.2023 06:45;0.004337285128846456;0.021959039113386876
01.01.2023 07:00;0.0570283709379632;-0.05319522015009421
01.01.2023 07:15;0.024256850734098653;0.002630930634797649
01.01.2023 07:30;-0.012659678456573361;-0.009885044089695863
01.01.2023 07:45;-0.013800679594872953;-0.01031844895340332
01.01.2023 08:00;-0.010954416775178234;-0.01343587605782075
01.01.2023 08:15;-0.010405965206760712;-0.013195110082817806
01.01.2023 08:30;-0.010670786865140508;-0.008717418477149793
01.01.2023 08:45;0.01301950814679171;0.016683502657873633
01.01.2023 09:00;-0.04736873786837787;0.055271762408484665
01.01.2023 09:15;0.007283464279244992;0.01834656315885691
01.01.2023 09:30;0.0005877226857249203;0.024166887135655447
01.01.2023 09:45;-0.016908699789532473;0.050532111555746585
01.01.2023 10:00;0.06703687768441932;-0.037321874142485834
01.01.2023 10:15;0.03882390360126587;0.0014379673991489741
01.01.2023 10:30;-0.00990309241119522;-0.006418586984831584
01.01.2023 10:45;-0.01552761149706228;-0.00875336707626772
01.01.2023 11:00;-0.015335173151773136;-0.010731968187649906
01.01.2023 11:15;-0.010380076476386302;-0.011987783887144107
01.01.2023 11:30;-0.014509761643181943;-0.010271799853967945
01.01.2023 11:45;0.010811564631055917;0.022445056617324165
01.01.2023 12:00;0.011432629894912933;0.02076808380094431
01.01.2023 12:15;0.0628820693308059;-0.05921587754812219
01.01.2023 12:30;0.05834142849985714;-0.05464230778603573
01.01.2023 12:45;-0.02156452251265529;0.03673774803794682
01.01.2023 13:00;-0.050991840658208464;0.05549024407270544
01.01.2023 13:15;-0.014841742521665894;-0.012330971184059672
01.01.2023 13:30;-0.00949204216232906;-0.009163966307759392
01.01.2023 13:45;-0.013198854041228576;-0.010110982858021896
01.01.2023 14:00;-0.010091160276932661;-0.00902128478842447
01.01.2023 14:15;-0.010532104173594261;-0.009127524705507569
01.01.2023 14:30;0.0017031590960845282;0.007119929542162185
01.01.2023 14:45;0.060924770471792254;-0.056580322324190926
01.01.2023 15:00;0.05869104740050872;-0.055432290221843636
01.01.2023 15:15;-0.05821924474693637;0.06004377813320256
01.01.2023 15:30;0.002360557770651076;0.02924631829614896
01.01.2023 15:45;-0.05368624900433052;0.060984874616298805
01.01.2023 16:00;0.0017635904945817933;0.02338969411207183
01.01.2023 16:15;-0.011240024354516596;-0.014853862780284338
01.01.2023 16:30;0.03630081389134808;-0.01900412825616604
01.01.2023 16:45;-0.010663688059015537;-0.017058983536461462
01.01.2023 17:00;-0.01792108234361086;-0.00891320567235608
01.01.2023 17:15;-0.009104430398090129;-0.01791459188299847
01.01.2023 17:30;-0.01108027006717107;-0.012741536428414137
01.01.2023 17:45;0.01752566181711748;-0.030000889597796416
01.01.2023 18:00;0.03031173588612862;-0.04088417930295935
01.01.2023 18:15;0.0554173865538881;-0.042034529332079296
01.01.2023 18:30;0.048658031829790484;-0.04554344320662139
01.01.2023 18:45;-0.013336433328811946;-0.013847334989657411
01.01.2023 19:00;-0.005086001030444216;0.004180737117328757
01.01.2023 19:15;-0.009153619832128146;-0.016990368499381483
01.01.2023 19:30;0.05107068135332192;-0.04612547736197592
01.01.2023 19:45;-0.012949357124986063;-0.01175327890335333
01.01.2023 20:00;-0.013456528353199156;-0.00981556586799467
01.01.2023 20:15;-0.009977703724570325;-0.012375966049539878
01.01.2023 20:30;0.0013536748120570232;-0.0011519868318008533
01.01.2023 20:45;-0.017474880400795822;-0.007722150366842261
01.01.2023 21:00;-0.014537890094231462;-0.010068926273403502
01.01.2023 21:15;0.04026925533382248;-0.018122911133942352
01.01.2023 21:30;-0.013140746455407139;-0.009008879929047359
01.01.2023 21:45;-0.010879993122299505;-0.009476732771894827
01.01.2023 22:00;0.001953799355127435;0.0077733495166743835
01.01.2023 22:15;0.036851660752983115;-0.005991406028128636
01.01.2023 22:30;0.047801405087281965;-0.04270447663552756
01.01.2023 22:45;0.034055901349098;-0.04899739785217895
01.01.2023 23:00;0.05682663153259866;-0.0541051615106375
01.01.2023 23:15;-0.0051592200981411;0.024932215442606064
01.01.2023 23:30;-0.008620832319251278;-0.016377890522293118
01.01.2023 23:45;0.0;-0.05043631598799066
