time-step;PCC-Load1;PCC-Load2;ESS1-Load1;RES1-Load1;RES1-ESS1;ESS2-Load2;RES2-Load2;RES2-ESS2;Load1-Load2
01.01.2023 00:00;-0.13348559541356764;0.13348559541526228;0.02810116822437314;0.13528709988505128;-0.13528709988505128;0.016106307518060275;0.12929173349958845;-0.12929173349958845;-0.10034322743150881
01.01.2023 00:15;-0.1298016988367614;0.12980169883809722;0.012849784756535393;0.12766106541469213;-0.12766106541469213;0.02178027581148853;0.13212886784299727;-0.13212886784299727;-0.10426657010296125
01.01.2023 00:30;-0.12921391552866268;0.12921391554156614;0.011764003365232256;0.12711830266820456;-0.12711830266820456;0.01518120826282457;0.12882935984147537;-0.12882935984147537;-0.10489181527618996
01.01.2023 00:45;-0.012791984744698226;0.26773543866794114;-0.05601169021433655;0.09323026587538052;-0.09323026587538052;-0.056370486891088346;0.0930527340937708;-0.0930527340937708;-0.09312866609275972
01.01.2023 01:00;0.025216518361084184;0.2878629560700432;-0.08082418993382076;0.0808241899439679;-0.0808241899439679;-0.0808254118528505;0.08082541186323056;-0.08082541186323056;-0.10264695656346134
01.01.2023 01:15;0.019719084190288783;0.28292248693571054;-0.0808241846816151;0.08082418468693575;-0.08082418468693575;-0.08082534457805719;0.0808253445853282;-0.0808253445853282;-0.10235140255431574
01.01.2023 01:30;0.04896697243001924;0.37119456555994645;-0.08082417989907477;0.08082417990378943;-0.08082417990378943;-0.15605822503924863;0.043208376814792615;-0.043208376814792615;-0.07092649884321744
01.01.2023 01:45;0.2214045875132804;0.49277486197177467;-0.21414115058917815;0.014141150600362806;-0.014141150600362806;-0.21413485098597465;0.014134850997159276;-0.014134850997159276;-0.09800597297553892
01.01.2023 02:00;0.22092594635114793;0.4897391618568676;-0.2141422452060022;0.014142245211594684;-0.014142245211594684;-0.21413428560119063;0.014134285606782981;-0.014134285606782981;-0.099367404671586
01.01.2023 02:15;0.23084849059438284;0.49126483086272543;-0.2141426934177587;0.014142693421486996;-0.014142693421486996;-0.21413727680047778;0.014137276804206067;-0.014137276804206067;-0.10383740049615042
01.01.2023 02:30;0.21866336126386798;0.48127593942587055;-0.21414069065387914;0.014140690686073043;-0.014140690686073043;-0.21413555940942303;0.014135559441616152;-0.014135559441616152;-0.10266820771396468
01.01.2023 02:45;-0.1232151945335147;0.12321519454583552;0.0054081695828865906;0.12394026634204636;-0.12394026634204636;0.0353667507470089;0.1389223152174246;-0.1389223152174246;-0.11127938883467081
01.01.2023 03:00;-0.14579150788270567;0.14579150790884654;0.0396793660039548;0.14107614772890642;-0.14107614772890642;0.04321798492772963;0.1428477617968582;-0.1428477617968582;-0.08723976588463245
01.01.2023 03:15;-0.14642999618305552;0.14642999618206787;0.03487712460550371;0.13867497954829489;-0.13867497954829489;0.04205398568836263;0.1422657598073087;-0.1422657598073087;-0.08655965892626583
01.01.2023 03:30;-0.1386590906550822;0.13865909064497117;0.027029567343387934;0.13475121303093474;-0.13475121303093474;0.04261631666475435;0.14254694538978185;-0.14254694538978185;-0.09483435929672623
01.01.2023 03:45;-0.1400657227662485;0.14006572275463114;0.022217590619465072;0.1323455750735114;-0.1323455750735114;0.04118179084146925;0.1418302370213098;-0.1418302370213098;-0.09333520922407246
