time-stamp,Muff_AW-INFO,Muff_INFO-ETI,Muff_AW-ZHI,Muff_HKW-DLR,Muff_DLR-ATRIUM,Muff_ZHI-HdM,Muff_AW-KZS1,Muff_AW-KZS2,Muff_IFF-ZAQ,Muff_ZAQ-IFKB
2023-01-01 03:30:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 03:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 04:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 04:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 04:30:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 04:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 05:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 05:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 05:30:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 05:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 06:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 06:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 06:30:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 06:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 07:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 07:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 07:30:00,0.1485339608986768,0.1879596418779552,0.1774155644067528,0.1622871054263321,0.1861258892742678,0.1737480591993781,0.1783324407085965,0.2186749979897186,0.1952946522927047,0.2525994211579349
2023-01-01 07:45:00,0.6454757416350905,0.8168057224394665,0.7709849136196913,0.7052420140087099,0.8088368861229839,0.7550472409867263,0.7749693317779327,0.95028373074055,0.8486810677053968,1.097707202595478
2023-01-01 08:00:00,1.4494021529453691,1.8341200083567943,1.7312303493514132,1.5836060559958665,1.816226154616728,1.695442641871281,1.7401772762214462,2.1338420585029048,1.9056954233170595,2.4648783526941305
2023-01-01 08:15:00,16.573693411520253,20.97288363803489,19.79635601931586,18.10829465332769,20.768270139127235,19.387129021500545,19.89866276876969,24.400159744738158,21.79133763366552,28.185509474529816
2023-01-01 08:30:00,49.201083531271145,62.26063039450979,58.76796088457387,53.756739413796254,61.65320961017311,57.55311931590051,59.07167127674221,72.43492853214919,64.69031353185652,83.67221304237779
2023-01-01 08:45:00,99.76531585971723,126.24623303235826,119.1641272768845,109.00284510598738,125.01456246618892,116.70078614454582,119.77996255996918,146.87671501569486,131.17291529703564,169.6626204898278
2023-01-01 09:00:00,168.33518538241836,213.0167469345418,201.0670269845553,183.9217766215312,210.93853476932676,196.91060265412523,202.1061330671628,247.82680070189372,221.329595595402,286.273725758372
2023-01-01 09:15:00,513.8787840658848,650.2787082315209,613.7996587453624,561.4601529608741,643.934525712189,601.1112937066986,616.9717500050283,756.5437654303304,675.6554383088486,873.9111420379708
2023-01-01 09:30:00,1055.0281867910508,1335.0665326676876,1260.172556444866,1152.715981864296,1322.0414933245884,1234.1224777586674,1266.685076116416,1553.2359416646027,1387.166690040085,1794.1991695119414
2023-01-01 09:45:00,1794.0592906296388,2270.2602134510867,2142.904152696513,1960.175891613865,2248.1113333198564,2098.6063924340533,2153.9785927621283,2641.253955649191,2358.855733976007,3051.008238076948
2023-01-01 10:00:00,2731.7381466541888,3456.829136198201,3262.9094529480585,2984.676863936984,3423.1039738938293,3195.4591283393133,3279.7720341002446,4021.7256047964447,3591.7297854156927,4645.641107427339
2023-01-01 10:15:00,3284.24688855253,4155.991433044869,3922.850450215523,3588.343822677765,4115.445175161504,3841.7579344487935,3943.123579157205,4835.1412525912265,4318.176464578328,5585.247023433471
2023-01-01 10:30:00,3893.970486501855,4927.555245264693,4651.131414432772,4254.523309326101,4879.481535554794,4554.983995012973,4675.168269287721,5732.789882905509,5119.850084104291,6622.153512538648
2023-01-01 10:45:00,4560.297479667619,5770.746810690505,5447.021989602989,4982.54724630351,5714.44684180572,5334.42205183342,5475.171974045382,6713.7712895106615,5995.946686229647,7755.320713879191
2023-01-01 11:00:00,5281.990149963001,6683.999881126022,6309.043790233586,5771.063311996613,6618.790126188207,6178.624280357957,6341.648667702493,7776.263276334421,6944.838900877281,8982.643742683993
2023-01-01 11:15:00,5507.51455786475,6969.3857059399625,6578.420166338452,6017.469609518894,6901.391699052743,6442.432152564014,6612.417169782061,8108.285321300883,7241.361733488839,9366.174448714435
2023-01-01 11:30:00,5735.080095643913,7257.354442018533,6850.234558685786,6266.106030425758,7186.550984047622,6708.627642743962,6885.636287671242,8443.312363031318,7540.568273902183,9753.1763354932
2023-01-01 11:45:00,5964.254531980981,7547.359129975933,7123.970690977283,6516.50032197922,7473.726357976168,6976.7051469777525,7160.787076977165,8780.708060972,7841.890217974994,10142.914342967655
2023-01-01 12:00:00,6194.611556633561,7838.860303147409,7399.11935931231,6768.186700766299,7762.383617263044,7246.16598754358,7437.357702254491,9119.844791710522,8144.767046684869,10534.663480571273
2023-01-01 12:15:00,5865.583087160319,7422.497116468306,7006.113131885937,6408.692632267756,7350.082510453982,6861.283919857287,7042.320434893099,8635.441767208249,7712.155540525606,9975.11197847326
2023-01-01 12:30:00,5543.797663162701,7015.299512026875,6621.758319888781,6057.112261603692,6946.857565568076,6484.874426971184,6655.979293118181,8161.702115211755,7289.0672978620705,9427.878124699531
2023-01-01 12:45:00,5229.807475626511,6617.966250021203,6246.714484776111,5714.0489085548925,6553.400725630753,6117.58343599521,6278.997246971337,7699.438783561254,6876.228347583006,8893.900984784592
2023-01-01 13:00:00,4924.058889542667,6231.062175038561,5881.51478473152,5379.990268204026,6170.271324550381,5759.933083755158,5911.91020997561,7249.308920715594,6474.225576991286,8373.939654746944
2023-01-01 13:15:00,8833.206188871573,11177.822646411558,10550.774058929934,9651.095650804127,11068.770718153884,10332.670202414589,10605.30002305877,13004.442444727594,11614.030359442257,15021.903117494558
2023-01-01 13:30:00,13144.50706238189,16633.481159186962,15700.383435622814,14361.591049639475,16471.203294219285,15375.82770568746,15781.522368106656,19351.635397395563,17282.592619057676,22353.7758992976
2023-01-01 13:45:00,17370.561921163757,21981.266628633148,20748.171183612263,18978.94728423448,21766.81524689039,20319.26842012674,20855.39687448365,25573.327272824423,22839.0721556042,29540.67783506552
2023-01-01 14:00:00,21060.50731169161,26650.641968498643,25155.605955631647,23010.55428499639,26390.63570539134,24635.59342941704,25285.609087185298,31005.74687554598,27690.66702092786,35815.8627430311
2023-01-01 14:15:00,16576.79861339253,20976.81306015721,19800.065010441074,18111.68737389184,20772.161225423974,19390.761340974597,19902.390927807697,24404.73129193901,21795.420399090177,28190.79023450396
2023-01-01 14:30:00,12609.669508355684,15956.68055069701,15061.54969053596,13777.2314998701,15801.005618495088,14750.199826132117,15139.38715663692,18564.235665079206,16579.3802795047,21444.22191081476
2023-01-01 14:45:00,9195.062014630505,11635.72662345218,10982.990739697543,10046.45664561481,11522.20733932094,10755.952171435065,11039.750381763166,13537.174632650464,12089.803759977143,15637.281389078418
2023-01-01 15:00:00,6514.777772388867,8244.008909504431,7781.540117020037,7117.997936498949,8163.579554289755,7620.681406590683,7821.754794627375,9591.20060935028,8565.72633036314,11079.14368082181
2023-01-01 15:15:00,3535.8605521879244,4474.391439497065,4223.388992891132,3863.2550477608806,4430.738840087338,4136.083794071677,4245.215292595995,5205.572479609999,4649.001837135976,6013.145568689957
2023-01-01 15:30:00,1901.7774386018764,2406.5702155147205,2271.567496107797,2077.8679421761244,2383.091481704821,2224.6100284879976,2283.306863012747,2799.8390068305407,2500.485150754319,3234.195582313685
2023-01-01 15:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 16:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 16:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 16:30:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 16:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 17:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 17:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 17:30:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 17:45:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 18:00:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
2023-01-01 18:15:00,4.674107142857143e-05,5.914765211640212e-05,5.5829613095238095e-05,5.106894841269842e-05,5.857060185185186e-05,5.467551256613757e-05,5.611813822751323e-05,6.881324404761906e-05,6.145585317460318e-05,7.948867394179894e-05
