;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56
0;0.999570989510116;0.9988643888754977;0.9983425921593054;0.9983338247892355;0.9980688802340505;0.9979553293621616;0.9977335007462352;0.9976093747525393;0.9990142985731791;0.9990406724057453;0.9985187089559061;0.997979094698474;0.9986073526545267;0.9981859579705512;0.9981756327733734;0.9981991002210205;0.9994059471238179;0.9992258135877397;0.9989928081633618;0.9989937218017835;0.9994134588169841;0.999174376804237;0.9989178371168175;0.9989376055410673;0.9989642470550028;0.9989602724094319;0.998149127532383;0.9983790525899459;0.99897365637485;0.9993357652833385;0.9992820825728854;0.9990684045425627;0.9975515453517143;0.9995946713568216;0.9995811336737989;0.9995859157475171;0.9975885114967125;0.9975684469148964;0.9975515422011727;0.9974807461466947;0.9975081032653007;0.9975082972032713;0.9974870923435184;0.9975084507506182;0.9975462876670562;0.9989458520073636;0.9987969117034337;0.9994812813914836;0.9979601479409174;0.9981797387348121;0.9992690385636116;0.9995773246453069;0.9991734328403731;0.9992580577584154;0.9993060053354837;1.0;0.9995543102988929
1;0.9995631561575936;0.9988496326716909;0.9983226616634233;0.9983132371296949;0.9980476413079049;0.9979331305422714;0.997709691589416;0.9975860074231175;0.9989976381262262;0.9990268604123894;0.9985010758838895;0.9979569280079116;0.9985901849634489;0.9981661366202316;0.9981559949084968;0.9981792786097299;0.9994033513205394;0.9992288245746669;0.9990028973302179;0.9990038109778664;0.9994080661679068;0.9991728857534772;0.9989216522307239;0.9989418036073848;0.9989721663591624;0.9989681875352114;0.998134906733415;0.9983658680167319;0.9989827455620827;0.9993338062156543;0.9992817631398815;0.9990744595646603;0.9975270672690288;0.9995869453753072;0.9995734151633866;0.9995781658600101;0.9975650439722024;0.9975453032689129;0.9975270641185644;0.9974513842786478;0.9974828939756002;0.9974830879086696;0.9974618833929009;0.9974837000101856;0.9975219420948879;0.9989319071870816;0.9987814681751704;0.9994763051820784;0.9979389206503146;0.9981600308774863;0.9992707148145229;0.9995697161529524;0.9991770559882325;0.9992584669870362;0.9993049572009501;1.0;0.9995466692226129
2;0.9995797118753056;0.9988545875733247;0.9983164294858746;0.9983068808821002;0.9980425311389586;0.997929762790848;0.9977119684998368;0.9975922755979321;0.9990097613453495;0.9990372864098631;0.9985093968822899;0.9979631637289613;0.9985981424274033;0.9981733839759626;0.9981633217419807;0.9981865260608808;0.9994190917502568;0.9992436920710134;0.9990166629547538;0.999017576614992;0.9994246391547862;0.9991893599026505;0.998940605857694;0.9989618741683354;0.9989882734985029;0.9989841605316384;0.9981998387724043;0.9984231061274883;0.9989976858487916;0.9993508285344438;0.9992986168165992;0.9990906575243637;0.9975325808827279;0.9996034443165153;0.9995900702960093;0.999594715767337;0.9975711270647621;0.9975521004087397;0.9975325777322461;0.9974576138637651;0.9974891919658897;0.9974893859001837;0.9974708579753918;0.9974922173164152;0.997529505922331;0.998938221054536;0.9987849347280973;0.9994924162017993;0.997945779916026;0.998167327396003;0.9992857901250065;0.9995863601059786;0.9991925538947736;0.9992752457156178;0.9993218858281977;1.0;0.9995629851834242
3;0.999693784000749;0.9989730975251455;0.9984529767743059;0.9984431341101079;0.9981900871076312;0.9980829764041342;0.9978749884905401;0.9977622525477726;0.9991322132021911;0.9991586468650169;0.9986485050597935;0.9981208426528491;0.9987319398626205;0.9983233492930932;0.9983138470572506;0.9983364933524753;0.9995389050448807;0.9993696509587806;0.9991503795431412;0.9991512933256713;0.9995394194937053;0.9993081343888449;0.9990662992186482;0.9990882253847732;0.9991230522206497;0.9991191687539797;0.9984319097709453;0.9986363461091741;0.9991349773219452;0.999472661833368;0.9994226059905807;0.9992230276036956;0.9977035895080728;0.9997166813939166;0.9997039974468893;0.9997083175000087;0.9977421832180355;0.997723269690223;0.997703586357051;0.997627479930469;0.9976589394536164;0.9976591334209127;0.9976395703398275;0.9976614483454556;0.997699481683881;0.9990562373285616;0.9989058324150841;0.9996096202178428;0.9981036796085544;0.9983176391294022;0.9994102860467663;0.9997004401074427;0.9993222474730652;0.9994001929523024;0.9994449168755271;1.0;0.9996750691334393
4;0.9996228994635187;0.9989039309094382;0.9983800355382414;0.9983698560734419;0.9981114334384251;0.9979983158020506;0.9977779167251233;0.9976579897982311;0.9990660650614872;0.9990918420161516;0.9985647728048046;0.9980195399368539;0.9986581350475123;0.9982361598452132;0.9982267251176246;0.9982493027566468;0.9994666109867395;0.9992958482127694;0.9990746726183386;0.9990755863316303;0.9994673170754375;0.9992309321778581;0.9989789392612268;0.9990009462417154;0.9990436841151248;0.9990400375632759;0.9982578007801611;0.998478689126903;0.9990579559822687;0.9993983193647029;0.9993479551111878;0.9991471780560433;0.9975974009729893;0.9996462639103618;0.9996331050929829;0.9996376747234914;0.9976372594458823;0.9976201869785912;0.9975973978223026;0.9975226342781094;0.9975556892804439;0.9975558832276666;0.9975412432840696;0.9975611463760596;0.9975961891391448;0.9989868510655091;0.9988361762009748;0.9995379667605918;0.9980097210062728;0.9982304914246342;0.9993368424318191;0.9996295075996856;0.9992472192787751;0.9993254050254647;0.9993704030583358;1.0;0.9996054007866542
5;0.9996073337348974;0.9988881839898651;0.998365454020132;0.9983552643931699;0.9981002306148101;0.9979884224480058;0.9977706431455727;0.997651275010745;0.9990375504879176;0.9990622609564599;0.9985465887420919;0.9980128071685184;0.9986333188147837;0.9982191558605383;0.9982093450378672;0.9982322985480958;0.9994467208960189;0.9992713287740946;0.9990443093572177;0.9990452230427402;0.9994486911789239;0.9992078518161402;0.9989490173113182;0.9989713003684545;0.9990124610828364;0.9990088693984963;0.9982717352667868;0.9984879467086525;0.9990262068060329;0.9993764027580154;0.9993244320427924;0.9991174095707879;0.9975903243767802;0.9996308921399033;0.9996176963075564;0.999622247910913;0.9976313802031156;0.9976137899798186;0.9975903212261162;0.997513530140304;0.997548694858759;0.9975488888046212;0.9975385997207995;0.9975575443936374;0.9975912683739482;0.9989711454789604;0.9988205660346551;0.9995200421051756;0.9979967961169847;0.9982132548006385;0.9993134250391735;0.9996139919207312;0.9992207840129134;0.9993011680400669;0.9993475939475125;1.0;0.9995901176857875
6;0.9996253397047468;0.9989191676109547;0.998404545436694;0.998394517369236;0.9981346934983931;0.998024189191526;0.9978098679884259;0.9976925582411392;0.9990603894833833;0.9990856467689463;0.9985733918781915;0.9980433984752919;0.9986612727510149;0.9982529183373331;0.9982429601813524;0.9982660614694114;0.9994722269386711;0.9993048638114156;0.9990879800334767;0.9990888937589384;0.9994727757032461;0.9992424844143409;0.9989933500344345;0.9990151867124647;0.9990577119044184;0.9990537200230054;0.9982614595578125;0.9984821629222286;0.999072114362894;0.9994046667954485;0.9993553522600082;0.9991586562530382;0.9976310231497152;0.9996487233200212;0.9996356032331886;0.9996401389093841;0.9976725219209177;0.9976553279905019;0.9976310199989225;0.9975465329126573;0.9975872815032989;0.9975874754566636;0.997581114407246;0.9975997110487018;0.9976328210356834;0.9990006105340938;0.9988526223584695;0.9995421393766397;0.9980335404811126;0.9982469261489592;0.9993450487174224;0.9996320820897835;0.9992575854973601;0.9993332686750782;0.9993773336814162;1.0;0.9996077989578138
7;0.9996731283276066;0.9989721035901303;0.9984669498795878;0.9984567821226376;0.9982038470961643;0.9980974972503655;0.9978916462062027;0.997779154455553;0.9991190533723556;0.9991469311584901;0.9986424470567239;0.99812155373091;0.9987293736479471;0.9983290614514319;0.9983188557327322;0.9983422055860209;0.9995208877697789;0.999354458345373;0.999138752724645;0.9991396664965413;0.9995205291077192;0.999291117848563;0.9990480958390994;0.9990691488904493;0.9991097674778603;0.9991059462714188;0.9983349492022023;0.9985515237271159;0.9991234741503369;0.9994529330581816;0.9994039308428727;0.9992084488278894;0.997720558165828;0.9996960875385777;0.9996831874538833;0.9996876571702645;0.9977609923944697;0.9977424088829825;0.9977205550147525;0.9976371468679737;0.9976757417798721;0.9976759357504351;0.9976609285168392;0.9976808219526905;0.997716154113774;0.999052949533355;0.9989068165929728;0.9995904037495478;0.9981138281505105;0.9983229161440292;0.9993944209910562;0.9996796909625215;0.9993077176753762;0.999381986046962;0.9994257734630051;1.0;0.999654692654615
8;0.999634635936878;0.9989264122658899;0.998413443127675;0.9984032044290352;0.9981553462617038;0.9980526210099633;0.9978545444837342;0.9977461680537438;0.9990843194986089;0.9991122936132768;0.9986093302214998;0.9980904417089338;0.9986952903738957;0.998295279443951;0.9982846395931043;0.9983084231337611;0.9994822920868259;0.9993157523306906;0.9990999073981733;0.9991008211345437;0.9994850408004304;0.9992588780902798;0.9990154567598248;0.999033534448729;0.9990707493536797;0.9990664906926714;0.9982356117739445;0.9984618817707814;0.9990836381641806;0.9994131657529203;0.9993642654518292;0.9991691798565785;0.9976869757123947;0.9996578471895393;0.9996446827398824;0.9996492933452752;0.9977278935156546;0.9977099556852703;0.9976869725614251;0.9976019678549493;0.997641898534129;0.9976420924981121;0.9976249037795389;0.9976454228320047;0.9976817381573356;0.9990080964441772;0.9988600895958547;0.9995518549538088;0.9980803616125978;0.9982888655951244;0.9993557412281139;0.9996411775646807;0.9992683144692639;0.9993423659540098;0.9993860627756463;1.0;0.9996168442939208
9;0.9996730467561742;0.998977159853434;0.9984752844928542;0.9984656253171377;0.9982217795352928;0.9981203833984477;0.9979238265395952;0.9978156345862552;0.9991352890702204;0.9991594283233818;0.9986652206783219;0.9981559544393587;0.9987536784028849;0.9983585918917448;0.9983480596583072;0.9983717364151352;0.9995260056210552;0.9993651426488034;0.9991564637190978;0.9991573775071926;0.999531125101075;0.9993183342111112;0.9990857751716755;0.9991039383755886;0.9991335856489353;0.9991294278253907;0.9982684372189423;0.9984955713964966;0.9991440424674115;0.9994616672650595;0.9994145532164079;0.9992264120116369;0.9977554824622177;0.9996959126392477;0.9996829301451805;0.9996874847855157;0.9977973340487153;0.9977799529880239;0.997755479311032;0.9976697690754511;0.9977118930247891;0.997712087002381;0.9976990455310578;0.9977186525909366;0.9977536507092367;0.9990574019337087;0.9989123092953718;0.9995931583663397;0.998146114114434;0.9983522446211132;0.9994037801474817;0.9996795699983992;0.9993215129782884;0.9993934475353343;0.9994355566784526;1.0;0.9996545547772889
