time_step,SOC_batt,p_batt_charge,p_batt_discharge,p_RES,p_curtailment,p_RES_net
27,0.41227506340005443,-0.0,8659.46369386854,0.0,0.0,0.0
28,0.4082660524306708,-0.0,8631.253246896682,0.0,0.0,0.0
29,0.40427010185340384,-0.0,8603.042799924822,0.0,0.0,0.0
30,0.4002872116682535,-0.0,-0.0,0.0,0.0,0.0
31,0.4002872116682535,-0.0,-0.0,0.0,0.0,0.0
32,0.4002872116682535,-0.0,-0.0,0.0,0.0,0.0
33,0.4002872116682535,-0.0,-0.0,0.0,0.0,0.0
34,0.4002872116682535,-0.0,-0.0,0.0,0.0,0.0
35,0.4002872116682535,-0.0,8387.452908096204,0.0,0.0,0.0
36,0.3964041316182089,-0.0,8289.184739894392,0.0,0.0,0.0
37,0.39256654609048003,-0.0,8259.75066212762,0.0,0.0,0.0
38,0.38874258745060614,-0.0,8230.316584360851,0.0,0.0,0.0
39,0.38493225569858724,-0.0,8200.88250659408,0.0,0.0,0.0
40,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
41,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
42,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
43,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
44,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
45,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
46,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
47,0.3811355508344233,-0.0,-0.0,0.0,0.0,0.0
48,0.3811355508344233,-0.0,8333.993689519946,0.0,0.0,0.0
49,0.37727722042260853,-0.0,8329.765632271192,0.0,0.0,0.0
50,0.3734208474447052,-0.0,8325.53757502244,0.0,0.0,0.0
51,0.36956643190071337,-0.0,8321.309517773685,0.0,0.0,0.0
52,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
53,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
54,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
55,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
56,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
57,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
58,0.365713973790633,-0.0,-0.0,0.0,0.0,0.0
59,0.365713973790633,-0.0,8682.365197432317,0.0,0.0,0.0
60,0.3616943602733032,-0.0,8789.653018224752,0.0,0.0,0.0
61,0.3576250764685695,-0.0,8740.529702238435,0.0,0.0,0.0
62,0.3535785349397554,-0.0,8691.406386252122,0.0,0.0,0.0
63,0.3495547356868609,-0.0,-0.0,0.0,0.0,0.0
64,0.3495547356868609,-0.0,-0.0,0.0,0.0,0.0
65,0.3495547356868609,-0.0,-0.0,0.0,0.0,0.0
66,0.3495547356868609,-0.0,-0.0,0.0,0.0,0.0
67,0.3495547356868609,-0.0,-0.0,0.0,0.0,0.0
68,0.3495547356868609,-0.0,-0.0,0.0,0.0,0.0
69,0.3495547356868609,100000.0,-0.0,9.146551340867068,-2.26840768391412e-12,9.146551340869337
70,0.3870547356868609,100000.0,-0.0,32.41098193907698,4.61142235508305e-12,32.41098193907237
71,0.42455473568686086,-0.0,-0.0,55.68214879446227,5.897504706808832e-13,55.68214879446168
72,0.42455473568686086,100000.0,-0.0,78.93475537140279,1.3073986337985843e-12,78.93475537140148
73,0.46205473568686084,-0.0,-0.0,199.0076986012977,3.979039320256561e-13,199.0076986012973
74,0.46205473568686084,100000.0,-0.0,323.41201944704795,-8.526512829121202e-13,323.4120194470488
75,0.4995547356868608,100000.0,-0.0,451.04056886029696,-1.7053025658242404e-12,451.04056886029866
76,0.5370547356868608,100000.0,-0.0,581.1299755080938,-2.5011104298755527e-12,581.1299755080963
77,0.5745547356868608,100000.0,-0.0,713.124528833054,-3.410605131648481e-12,713.1245288330574
78,0.6120547356868608,-0.0,-0.0,846.6064185305996,-7.958078640513122e-13,846.6064185306004
79,0.6120547356868608,100000.0,-0.0,981.25423289103,5.684341886080801e-13,981.2542328910295
80,0.6495547356868607,-0.0,-0.0,1116.8162212561886,1116.8162212561886,0.0
81,0.6495547356868607,100000.0,-0.0,1253.0921696851044,7.958078640513122e-12,1253.0921696850965
82,0.6870547356868607,100000.0,-0.0,1389.920713297906,-7.503331289626658e-12,1389.9207132979136
83,0.7245547356868607,100000.0,-0.0,1527.1702082732786,-7.73070496506989e-12,1527.1702082732863
84,0.7620547356868607,-0.0,-0.0,1664.732036656391,2.2737367544323206e-13,1664.7320366563908
85,0.7620547356868607,-0.0,-0.0,1861.763665514659,-9.094947017729282e-13,1861.7636655146598
86,0.7620547356868607,100000.0,-0.0,2059.4965948345225,-8.185452315956354e-12,2059.4965948345307
87,0.7995547356868606,-1.3661058640081706e-10,100000.0,2257.755259722327,1.3415046851150692e-10,2257.755259722193
88,0.7532584393905642,100000.0,-0.0,2456.3891844855675,-5.9117155615240335e-12,2456.3891844855734
89,0.7907584393905642,-0.0,100000.0,2655.268146596245,5.4569682106375694e-12,2655.2681465962396
90,0.744462143094268,-0.0,7976.51469425759,2854.278441010361,-4.547473508864641e-13,2854.2784410103613
91,0.7407693122172968,-0.0,7749.115180213478,3053.319965668733,0.0,3053.319965668733
92,0.7371817588931239,-0.0,7521.773245529785,3252.303910966691,-4.547473508864641e-13,3252.3039109666915
93,0.7336994564646379,-0.0,7294.5682576866175,3451.1509094241183,0.0,3451.1509094241183
94,0.7303223415305237,-0.0,-0.0,3649.789549482061,4.547473508864641e-13,3649.7895494820605
95,0.7303223415305237,-0.0,100000.0,3848.155154470775,-5.002220859751105e-12,3848.15515447078
96,0.6840260452342274,-0.0,100000.0,4078.369109857303,3.183231456205249e-12,4078.3691098573
97,0.6377297489379311,-0.0,100000.0,5127.041042068144,-1.8189894035458565e-12,5127.0410420681455
98,0.5914334526416348,-0.0,40849.066472846964,6167.662092920966,-1.8189894035458565e-12,6167.662092920968
99,0.5725218477930946,-0.0,-0.0,7197.898205963146,0.0,7197.898205963146
100,0.5725218477930946,-0.0,-0.0,8215.952501750824,0.0,8215.952501750824
101,0.5725218477930946,-0.0,-0.0,9220.40609208837,0.0,9220.40609208837
102,0.5725218477930946,-0.0,1281.9564360393033,10210.125837894026,0.0,10210.125837894026
103,0.5719283494430764,-0.0,279.760568439262,11184.20643622344,0.0,11184.20643622344
104,0.5717988306613915,-0.0,-0.0,12141.931268822123,706.0795334300528,11435.85173539207
105,0.5717988306613915,-0.0,-0.0,13082.74462118558,1675.0081550641407,11407.73646612144
106,0.5717988306613915,-0.0,-0.0,14006.231205334085,2590.0448308609266,11416.186374473158
107,0.5717988306613915,-0.0,-0.0,14912.100553649489,0.0,14912.100553649489
108,0.5717988306613915,-0.0,-0.0,15800.174930542147,0.0,15800.174930542147
109,0.5717988306613915,-0.0,-0.0,15238.096899790202,0.0,15238.096899790202
110,0.5717988306613915,-0.0,-0.0,14689.84731112483,0.0,14689.84731112483
111,0.5717988306613915,-0.0,-0.0,14155.482638756324,0.0,14155.482638756324
112,0.5717988306613915,-0.0,-0.0,13634.985643783322,0.0,13634.985643783322
113,0.5717988306613915,-0.0,-0.0,13128.263793988464,0.0,13128.263793988464
114,0.5717988306613915,-0.0,-0.0,12635.147683217536,1448.4380875973911,11186.709595620145
115,0.5717988306613915,-0.0,-0.0,12155.389560866368,1052.0287029346473,11103.36085793172
116,0.5717988306613915,-0.0,-0.0,11688.662040318295,668.6499200749986,11020.012120243297
117,0.5717988306613915,-0.0,-0.0,11234.557025382835,297.89364282796123,10936.663382554874
118,0.5717988306613915,-0.0,-0.0,10792.584988661874,0.0,10792.584988661874
119,0.5717988306613915,-0.0,-0.0,10362.17462061488,0.0,10362.17462061488
120,0.5717988306613915,-0.0,-0.0,9942.672920714256,0.0,9942.672920714256
121,0.5717988306613915,-0.0,-0.0,10093.145497814025,0.0,10093.145497814025
122,0.5717988306613915,-0.0,-0.0,10242.314692044589,0.0,10242.314692044589
123,0.5717988306613915,-0.0,-0.0,10389.99031380651,0.0,10389.99031380651
124,0.5717988306613915,-0.0,-0.0,10535.976865584127,0.0,10535.976865584127
125,0.5717988306613915,-0.0,-0.0,10680.074924993012,0.0,10680.074924993012
126,0.5717988306613915,-0.0,-0.0,10822.082756520003,977.3291455493036,9844.7536109707
127,0.5717988306613915,-0.0,-0.0,10961.798207086971,1147.2610191777985,9814.537187909173
128,0.5717988306613915,-0.0,-0.0,11099.020468142391,1314.6997032947475,9784.320764847644
129,0.5717988306613915,-0.0,-0.0,11233.552278184492,1479.447936398372,9754.10434178612
130,0.5717988306613915,-0.0,-0.0,11365.20203106176,1637.6065448162171,9727.595486245544
131,0.5717988306613915,-0.0,-0.0,11493.78601003166,0.0,11493.78601003166
132,0.5717988306613915,-0.0,-0.0,11619.13058217545,0.0,11619.13058217545
133,0.5717988306613915,-0.0,-0.0,11666.907286833137,0.0,11666.907286833137
134,0.5717988306613915,-0.0,-0.0,11711.117142105662,2157.401964791954,9553.715177313708
135,0.5717988306613915,-0.0,-0.0,11751.656248661371,2258.372370273004,9493.283878388367
136,0.5717988306613915,-0.0,-0.0,11788.43870218536,2301.964904301947,9486.473797883413
137,0.5717988306613915,-0.0,-0.0,11821.397863638866,2341.734146260409,9479.663717378457
138,0.5717988306613915,-0.0,-0.0,11850.48711762384,2377.633480750339,9472.8536368735
139,0.5717988306613915,-0.0,-0.0,11875.680459269845,2370.7460752621246,9504.93438400772
140,0.5717988306613915,-0.0,-0.0,11896.97270924693,2359.9575781049934,9537.015131141936
141,0.5717988306613915,-0.0,-0.0,11914.37940138698,2345.2835231108274,9569.095878276152
142,0.5717988306613915,-0.0,-0.0,11927.936362541432,2258.5632098138685,9669.373152727563
143,0.5717988306613915,-0.0,-0.0,11937.698997086804,2168.0485699078326,9769.65042717897
144,0.5717988306613915,-0.0,-0.0,11943.74126720087,2073.8135655704864,9869.927701630384
145,0.5717988306613915,-0.0,-0.0,12239.431555129791,2335.729971846782,9903.70158328301
146,0.5717988306613915,-0.0,-0.0,12533.859188485503,0.0,12533.859188485503
147,0.5717988306613915,-0.0,-0.0,12827.703945779447,0.0,12827.703945779447
148,0.5717988306613915,-0.0,-0.0,13121.642992113371,0.0,13121.642992113371
149,0.5717988306613915,-0.0,-0.0,13416.34696038436,0.0,13416.34696038436
150,0.5717988306613915,100000.0,-0.0,13712.476051647482,-7.275957614183426e-12,13712.476051647489
151,0.6092988306613915,-0.0,-0.0,14010.676679895656,0.0,14010.676679895656
152,0.6092988306613915,-0.0,-0.0,14311.57817324866,0.0,14311.57817324866
153,0.6092988306613915,-0.0,-0.0,14615.78978600604,0.0,14615.78978600604
154,0.6092988306613915,-0.0,-0.0,14923.89824268252,0.0,14923.89824268252
155,0.6092988306613915,-0.0,-0.0,15236.465325798124,5985.256730572641,9251.208595225484
156,0.6092988306613915,-0.0,-0.0,15554.02605212322,6337.4703326477265,9216.555719475493
157,0.6092988306613915,-0.0,-0.0,15413.30566145526,6161.376115264638,9251.929546190622
158,0.6092988306613915,-0.0,-0.0,15274.671397351362,5987.368024445606,9287.303372905755
159,0.6092988306613915,-0.0,-0.0,15138.244837355103,0.0,15138.244837355103
160,0.6092988306613915,-0.0,-0.0,15004.126154606509,0.0,15004.126154606509
161,0.6092988306613915,-0.0,-0.0,14872.393823232402,0.0,14872.393823232402
162,0.6092988306613915,-0.0,-0.0,14743.104810192448,0.0,14743.104810192448
163,0.6092988306613915,-0.0,-0.0,14616.294540777104,0.0,14616.294540777104
164,0.6092988306613915,-0.0,-0.0,14491.976932781829,0.0,14491.976932781829
165,0.6092988306613915,-0.0,-0.0,14370.144373146486,0.0,14370.144373146486
166,0.6092988306613915,-0.0,-0.0,14250.767598569257,0.0,14250.767598569257
167,0.6092988306613915,-0.0,-0.0,14133.795411390458,0.0,14133.795411390458
168,0.6092988306613915,-0.0,-0.0,14019.154172512555,0.0,14019.154172512555
169,0.6092988306613915,-0.0,-0.0,13741.414568186608,0.0,13741.414568186608
170,0.6092988306613915,-0.0,-0.0,13456.554768036312,0.0,13456.554768036312
171,0.6092988306613915,-0.0,-0.0,13164.484663329093,0.0,13164.484663329093
172,0.6092988306613915,-0.0,-0.0,12865.114421236114,0.0,12865.114421236114
173,0.6092988306613915,-0.0,-0.0,12558.353787485848,0.0,12558.353787485848
174,0.6092988306613915,-0.0,-0.0,12244.11126447528,0.0,12244.11126447528
175,0.6092988306613915,-0.0,-0.0,11922.292915725522,0.0,11922.292915725522
176,0.6092988306613915,-0.0,-0.0,11592.80149924198,0.0,11592.80149924198
177,0.6092988306613915,-0.0,-0.0,11255.534685775803,0.0,11255.534685775803
178,0.6092988306613915,-0.0,-0.0,10910.383580418173,0.0,10910.383580418173
179,0.6092988306613915,-0.0,-0.0,10557.230725790045,0.0,10557.230725790045
180,0.6092988306613915,-0.0,-0.0,10218.449299679573,953.7027377064824,9264.74656197309
181,0.6092988306613915,-0.0,-0.0,10016.129983737796,784.8480323326039,9231.281951405192
182,0.6092988306613915,-0.0,-0.0,9810.905913066295,0.0,9810.905913066295
183,0.6092988306613915,-0.0,-0.0,9602.757436392354,0.0,9602.757436392354
184,0.6092988306613915,-0.0,-0.0,9391.659711502753,0.0,9391.659711502753
185,0.6092988306613915,-0.0,-0.0,9177.581783100071,0.0,9177.581783100071
186,0.6092988306613915,-0.0,-0.0,8960.48555292446,0.0,8960.48555292446
187,0.6092988306613915,-0.0,-0.0,8740.324444831165,0.0,8740.324444831165
188,0.6092988306613915,-0.0,-0.0,8517.041836221018,0.0,8517.041836221018
189,0.6092988306613915,-0.0,-0.0,8290.569070387255,0.0,8290.569070387255
190,0.6092988306613915,-0.0,-0.0,8060.823045691069,0.0,8060.823045691069
191,0.6092988306613915,-0.0,-0.0,7827.703172478481,0.0,7827.703172478481
192,0.6092988306613915,-0.0,-0.0,7591.087550174206,0.0,7591.087550174206
193,0.6092988306613915,-0.0,-0.0,7170.291615567447,0.0,7170.291615567447
194,0.6092988306613915,-0.0,-0.0,6745.632773701385,0.0,6745.632773701385
195,0.6092988306613915,-0.0,-0.0,6317.475898734659,0.0,6317.475898734659
196,0.6092988306613915,-0.0,-0.0,5886.2138192653365,0.0,5886.2138192653365
197,0.6092988306613915,-0.0,-0.0,5452.275321595883,0.0,5452.275321595883
198,0.6092988306613915,-0.0,4591.9292609256345,5016.136259795166,0.0,5016.136259795166
199,0.607172937485037,-0.0,5010.960799037556,4578.335265244647,0.0,4578.335265244647
200,0.6048530482262233,-0.0,5431.030304977901,4139.496302865708,0.0,4139.496302865708
201,0.6023386823442891,-0.0,5851.395512537988,3700.361638867028,0.0,3700.361638867028
202,0.5996297029403364,-0.0,6356.249084504143,3261.840923075513,-4.547473508864641e-13,3261.8409230755133
203,0.5966869950308437,-0.0,6859.336973282086,2825.085890472211,0.0,2825.085890472211
204,0.5935113760617315,-0.0,-0.0,2391.6065351854654,4.547473508864641e-13,2391.606535185465
205,0.5935113760617315,-0.0,-0.0,2133.985619882642,0.0,2133.985619882642
206,0.5935113760617315,-0.0,-0.0,1872.6491529195905,4.547473508864641e-13,1872.64915291959
207,0.5935113760617315,-0.0,8865.005180008553,1606.9379514824668,0.0,1606.9379514824668
208,0.5894072069969127,-0.0,9159.450935246474,1349.3869222365286,2.2737367544323206e-13,1349.3869222365283
209,0.5851667204528171,-0.0,9353.994132157608,1191.7384513173756,-9.094947017729282e-13,1191.7384513173765
210,0.5808361676138553,-0.0,9546.838996509954,1035.788312957015,4.547473508864641e-13,1035.7883129570146
211,0.5764163347451007,-0.0,9789.954370175961,882.5670685327102,6.821210263296962e-13,882.5670685327095
212,0.5718839484626118,-0.0,10027.747254069815,734.6683138805622,2.2737367544323206e-13,734.668313880562
213,0.567241472882024,-0.0,10262.079122060088,590.2305751319919,-7.958078640513122e-13,590.2305751319927
214,0.5624905103255147,-0.0,10430.359936987765,391.7118857862082,3.410605131648481e-13,391.71188578620786
215,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
216,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
217,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
218,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
219,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
220,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
221,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
222,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
223,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
224,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
225,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
226,0.5576616399843166,-0.0,-0.0,0.0,0.0,0.0
227,0.5576616399843166,-0.0,10044.591530436575,0.0,0.0,0.0
228,0.553011366127633,-0.0,9976.64351188286,0.0,0.0,0.0
229,0.5483925496869465,-0.0,9961.36709061386,0.0,0.0,0.0
230,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
231,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
232,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
233,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
234,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
235,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
236,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
237,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
238,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
239,0.5437808056635142,-0.0,-0.0,0.0,0.0,0.0
240,0.5437808056635142,-0.0,8245.808281848706,0.0,0.0,0.0
241,0.539963301829325,-0.0,8136.486057928923,0.0,0.0,0.0
242,0.5361964101358393,-0.0,8027.163834009144,0.0,0.0,0.0
243,0.5324801305830573,-0.0,7917.841610089364,0.0,0.0,0.0
244,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
245,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
246,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
247,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
248,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
249,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
250,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
251,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
252,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
253,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
254,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
255,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
256,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
257,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
258,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
259,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
260,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
261,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
262,0.5288144631709789,-0.0,-0.0,0.0,0.0,0.0
263,0.5288144631709789,-0.0,7345.742008766333,0.0,0.0,0.0
264,0.5254136566854389,-0.0,7232.431252967876,0.0,0.0,0.0
265,0.522065308883139,-0.0,7079.775223087252,0.0,0.0,0.0
266,0.5187876351687467,-0.0,6927.1191932066295,0.0,0.0,0.0
267,0.5155806355422622,-0.0,6774.463163326006,0.0,0.0,0.0
268,0.5124443100036853,-0.0,6711.711001672748,0.0,0.0,0.0
269,0.5093370363917997,-0.0,-0.0,0.0,0.0,0.0
270,0.5093370363917997,-0.0,-0.0,0.0,0.0,0.0
271,0.5093370363917997,-0.0,-0.0,0.0,0.0,0.0
272,0.5093370363917997,-0.0,-0.0,0.0,0.0,0.0
273,0.5093370363917997,-0.0,-0.0,0.0,0.0,0.0
274,0.5093370363917997,-0.0,-0.0,0.0,0.0,0.0
275,0.5093370363917997,-0.0,6681.129367965353,0.0,0.0,0.0
276,0.5062439209436677,-0.0,6740.548686247695,0.0,0.0,0.0
277,0.5031232965518864,-0.0,6746.320552074591,0.0,0.0,0.0
278,0.5,-0.0,-0.0,0.0,0.0,0.0
279,0.5,-0.0,-0.0,0.0,0.0,0.0
280,0.5,-0.0,-0.0,0.0,0.0,0.0
281,0.5,-0.0,-0.0,0.0,0.0,0.0
282,0.5,-0.0,-0.0,0.0,0.0,0.0
283,0.5,-0.0,-0.0,0.0,0.0,0.0
284,0.5,-0.0,-0.0,0.0,0.0,0.0
285,0.5,-0.0,-0.0,0.0,0.0,0.0
286,0.5,-0.0,-0.0,0.0,0.0,0.0
287,0.5,-0.0,-0.0,0.0,0.0,0.0
288,0.5,100000.0,0.0,0.0,0.0,0.0
289,0.5375,100000.0,0.0,0.0,0.0,0.0
290,0.575,100000.0,0.0,0.0,0.0,0.0
291,0.6124999999999999,100000.0,0.0,0.0,0.0,0.0
292,0.6499999999999999,100000.0,0.0,0.0,0.0,0.0
293,0.6874999999999999,100000.0,0.0,0.0,0.0,0.0
294,0.7249999999999999,100000.0,0.0,0.0,0.0,0.0
295,0.7624999999999998,100000.0,0.0,0.0,0.0,0.0
296,0.7999999999999998,5.921189464667501e-10,0.0,0.0,0.0,0.0
297,0.8,0.0,0.0,0.0,0.0,0.0
298,0.8,0.0,0.0,0.0,0.0,0.0
299,0.8,0.0,0.0,0.0,0.0,0.0
300,0.8,0.0,0.0,0.0,0.0,0.0
301,0.8,0.0,0.0,0.0,0.0,0.0
302,0.8,0.0,0.0,0.0,0.0,0.0
303,0.8,0.0,0.0,0.0,0.0,0.0
304,0.8,0.0,0.0,0.0,0.0,0.0
305,0.8,0.0,0.0,0.0,0.0,0.0
306,0.8,0.0,0.0,0.0,0.0,0.0
307,0.8,0.0,0.0,0.0,0.0,0.0
308,0.8,0.0,0.0,0.0,0.0,0.0
309,0.8,0.0,0.0,0.0,0.0,0.0
310,0.8,0.0,0.0,0.0,0.0,0.0
311,0.8,0.0,0.0,0.0,0.0,0.0
312,0.8,0.0,0.0,0.0,0.0,0.0
313,0.8,0.0,0.0,0.0,0.0,0.0
314,0.8,0.0,0.0,0.0,0.0,0.0
315,0.8,0.0,0.0,0.0,0.0,0.0
316,0.8,0.0,0.0,0.0,0.0,0.0
317,0.8,0.0,0.0,0.0,0.0,0.0
318,0.8,0.0,0.0,0.0,0.0,0.0
319,0.8,0.0,0.0,0.0,0.0,0.0
320,0.8,0.0,0.0,0.0,0.0,0.0
321,0.8,0.0,0.0,0.0,0.0,0.0
322,0.8,0.0,0.0,0.0,0.0,0.0
323,0.8,0.0,0.0,0.0,0.0,0.0
324,0.8,0.0,0.0,0.0,0.0,0.0
325,0.8,0.0,0.0,0.0,0.0,0.0
326,0.8,0.0,0.0,0.0,0.0,0.0
327,0.8,0.0,0.0,0.0,0.0,0.0
328,0.8,0.0,0.0,0.0,0.0,0.0
329,0.8,0.0,0.0,0.0,0.0,0.0
330,0.8,0.0,0.0,0.0,0.0,0.0
331,0.8,0.0,0.0,0.0,0.0,0.0
332,0.8,0.0,0.0,0.0,0.0,0.0
333,0.8,0.0,0.0,0.0,0.0,0.0
334,0.8,0.0,0.0,0.0,0.0,0.0
335,0.8,0.0,0.0,0.0,0.0,0.0
336,0.8,0.0,0.0,0.0,0.0,0.0
337,0.8,0.0,0.0,0.0,0.0,0.0
338,0.8,0.0,0.0,0.0,0.0,0.0
339,0.8,0.0,0.0,0.0,0.0,0.0
340,0.8,0.0,0.0,0.0,0.0,0.0
341,0.8,0.0,0.0,0.0,0.0,0.0
342,0.8,0.0,0.0,0.0,0.0,0.0
343,0.8,0.0,0.0,0.0,0.0,0.0
344,0.8,0.0,0.0,0.0,0.0,0.0
345,0.8,0.0,0.0,0.0,0.0,0.0
346,0.8,0.0,0.0,0.0,0.0,0.0
347,0.8,0.0,0.0,0.0,0.0,0.0
348,0.8,0.0,0.0,0.0,0.0,0.0
349,0.8,0.0,0.0,0.0,0.0,0.0
350,0.8,0.0,0.0,0.0,0.0,0.0
351,0.8,0.0,0.0,0.0,0.0,0.0
352,0.8,0.0,0.0,0.0,0.0,0.0
353,0.8,0.0,0.0,0.0,0.0,0.0
354,0.8,0.0,6074.210585593516,0.0,0.0,0.0
355,0.7971878654696327,0.0,6070.64651539981,7.270535910482803,-1.7408297026122455e-13,7.270535910482977
356,0.7943773809717625,0.0,6042.494950864049,39.12856616301932,2.6290081223123707e-13,39.12856616301906
357,0.7915799296056217,0.0,6014.068281209677,71.26170153416729,-2.2737367544323206e-13,71.26170153416751
358,0.7887956387346913,27416.586740677336,0.0,103.54648185669429,-3.652189661806915e-12,103.54648185669794
359,0.7990768587624453,0.0,0.0,135.91082770147457,-1.9895196601282805e-13,135.91082770147477
360,0.7990768587624453,0.0,0.0,168.31198730079402,4.263256414560601e-13,168.3119873007936
361,0.7990768587624453,0.0,0.0,618.6815539035479,0.0,618.6815539035479
362,0.7990768587624453,0.0,0.0,1101.3134355728123,-2.2737367544323206e-13,1101.3134355728125
363,0.7990768587624453,0.0,0.0,1607.1755648621877,2.2737367544323206e-13,1607.1755648621875
364,0.7990768587624453,0.0,4088.2623664714165,2130.438648471766,0.0,2130.438648471766
365,0.7971841447038936,0.0,3456.6892636173366,2666.769020526692,0.0,2666.769020526692
366,0.7955838256003671,0.0,2815.457253704527,3212.758299640348,0.0,3212.758299640348
367,0.7942803731680965,0.0,2370.113718234961,3765.636867899202,0.0,3765.636867899202
368,0.7931830982985433,0.0,1920.1844659900135,4323.101152933437,0.0,4323.101152933437
369,0.7922941240087331,0.0,1467.6214305893527,4883.1992211233855,0.0,4883.1992211233855
370,0.7916146696427195,0.0,909.1134835090052,5444.2507963644985,0.0,5444.2507963644985
371,0.7911937837707246,0.0,0.0,6004.789340470887,0.0,6004.789340470887
