time_step,SOC_batt,p_batt_charge,p_batt_discharge,p_RES,p_curtailment,p_RES_net
86,0.4846470935853158,0.0,0.0,2059.4965948345225,-9.094947017729282e-13,2059.4965948345234
87,0.4846470935853158,100000.0,0.0,2257.755259722327,1.3642420526593924e-12,2257.7552597223257
88,0.5263137602519825,100000.0,0.0,2456.3891844855675,-4.547473508864641e-13,2456.389184485568
89,0.5679804269186491,100000.0,0.0,2655.268146596245,7.275957614183426e-12,2655.268146596238
90,0.6096470935853158,-0.0,10830.793135267952,2854.278441010361,2854.278441010361,0.0
91,0.6051342631122875,-0.0,10802.435145882211,3053.319965668733,3053.319965668733,0.0
92,0.6006332484681699,-0.0,10774.077156496476,3252.303910966691,3252.303910966691,0.0
93,0.5961440496529631,-0.0,10745.719167110736,3451.1509094241183,3451.1509094241183,0.0
94,0.5916666666666669,100000.0,0.0,3649.789549482061,5.9117155615240335e-12,3649.789549482055
95,0.6333333333333335,100000.0,0.0,3848.155154470775,-1.3642420526593924e-12,3848.1551544707763
96,0.6750000000000002,100000.0,0.0,4078.369109857303,-4.547473508864641e-13,4078.3691098573036
97,0.7166666666666668,100000.0,0.0,5127.041042068144,0.0,5127.041042068144
98,0.7583333333333334,100000.0,0.0,6167.662092920966,5.4569682106375694e-12,6167.66209292096
99,0.8,0.0,0.0,7197.898205963146,0.0,7197.898205963146
100,0.8,0.0,80782.01957754281,8215.952501750824,-3.637978807091713e-12,8215.952501750828
101,0.7663408251760239,0.0,99999.99999999999,9220.40609208837,-9.094947017729282e-12,9220.406092088379
102,0.7246741585093572,-0.0,1281.9564360393033,10210.125837894026,0.0,10210.125837894026
103,0.7241400099943408,-0.0,279.760568439262,11184.20643622344,0.0,11184.20643622344
104,0.7240234430908244,706.0795334300528,0.0,12141.931268822123,0.0,12141.931268822123
105,0.7243176428964203,1675.0081550641407,0.0,13082.74462118558,0.0,13082.74462118558
106,0.7250155629610304,2590.0448308609266,0.0,14006.231205334085,0.0,14006.231205334085
107,0.7260947483072224,0.0,100000.0,14912.100553649489,-3.637978807091713e-12,14912.100553649492
108,0.6844280816405558,0.0,100000.0,15800.174930542147,-7.275957614183426e-12,15800.174930542154
109,0.6427614149738892,0.0,100000.0,15238.096899790202,7.275957614183426e-12,15238.096899790195
110,0.6010947483072225,0.0,100000.0,14689.84731112483,-1.8189894035458565e-12,14689.847311124831
111,0.5594280816405559,0.0,100000.0,14155.482638756324,1.8189894035458565e-12,14155.482638756323
112,0.5177614149738893,0.0,100000.0,13634.985643783322,0.0,13634.985643783322
113,0.4760947483072226,100000.0,0.0,13128.263793988464,5.4569682106375694e-12,13128.263793988459
114,0.5177614149738893,1448.4380875973911,0.0,12635.147683217536,0.0,12635.147683217536
115,0.5183649308437215,1052.0287029346473,0.0,12155.389560866368,0.0,12155.389560866368
116,0.5188032761366109,668.6499200749986,0.0,11688.662040318295,0.0,11688.662040318295
117,0.5190818802699755,297.89364282796123,0.0,11234.557025382835,0.0,11234.557025382835
118,0.5192060026211538,100000.0,0.0,10792.584988661874,-7.275957614183426e-12,10792.584988661882
119,0.5608726692878204,100000.0,0.0,10362.17462061488,-1.8189894035458565e-12,10362.174620614882
120,0.602539335954487,100000.0,0.0,9942.672920714256,7.275957614183426e-12,9942.672920714249
121,0.6442060026211537,100000.0,0.0,10093.145497814025,0.0,10093.145497814025
122,0.6858726692878203,0.0,100000.0,10242.314692044589,1.8189894035458565e-12,10242.314692044587
123,0.6442060026211537,0.0,100000.00000000001,10389.99031380651,-3.637978807091713e-12,10389.990313806513
124,0.602539335954487,0.0,100000.0,10535.976865584127,-5.4569682106375694e-12,10535.976865584133
125,0.5608726692878204,0.0,99999.99999999999,10680.074924993012,3.637978807091713e-12,10680.074924993009
126,0.5192060026211538,977.3291455493036,0.0,10822.082756520003,0.0,10822.082756520003
127,0.519613223098466,1147.2610191777985,0.0,10961.798207086971,0.0,10961.798207086971
128,0.5200912485231235,1314.6997032947475,0.0,11099.020468142391,0.0,11099.020468142391
129,0.520639040066163,1479.447936398372,0.0,11233.552278184492,0.0,11233.552278184492
130,0.521255476706329,1637.6065448162171,0.0,11365.20203106176,0.0,11365.20203106176
131,0.5219378127666691,0.0,100000.0,11493.78601003166,-1.8189894035458565e-12,11493.786010031661
132,0.4802711461000024,0.0,100000.0,11619.13058217545,0.0,11619.13058217545
133,0.4386044794333357,0.0,100000.0,11666.907286833137,-5.4569682106375694e-12,11666.907286833142
134,0.396937812766669,2157.401964791954,0.0,11711.117142105662,0.0,11711.117142105662
135,0.397836730251999,2258.372370273004,0.0,11751.656248661371,0.0,11751.656248661371
136,0.39877771873961276,2301.964904301947,0.0,11788.43870218536,0.0,11788.43870218536
137,0.3997368707830719,2341.734146260409,0.0,11821.397863638866,0.0,11821.397863638866
138,0.40071259334401377,2377.633480750339,0.0,11850.48711762384,0.0,11850.48711762384
139,0.4017032739609931,2370.7460752621246,0.0,11875.680459269845,0.0,11875.680459269845
140,0.40269108482568566,2359.9575781049934,0.0,11896.97270924693,0.0,11896.97270924693
141,0.4036744004832294,2345.2835231108274,0.0,11914.37940138698,0.0,11914.37940138698
142,0.4046516019511922,2258.5632098138685,0.0,11927.936362541432,0.0,11927.936362541432
143,0.4055926699552813,2168.0485699078326,0.0,11937.698997086804,0.0,11937.698997086804
144,0.4064960235260762,2073.8135655704864,0.0,11943.74126720087,0.0,11943.74126720087
145,0.4073601125117306,2335.729971846782,0.0,12239.431555129791,0.0,12239.431555129791
146,0.40833333333333344,0.0,100000.0,12533.859188485503,5.4569682106375694e-12,12533.859188485498
147,0.36666666666666675,0.0,100000.0,12827.703945779447,1.8189894035458565e-12,12827.703945779445
148,0.32500000000000007,0.0,100000.0,13121.642992113371,3.637978807091713e-12,13121.642992113368
149,0.2833333333333334,0.0,100000.0,13416.34696038436,5.4569682106375694e-12,13416.346960384355
150,0.2416666666666667,0.0,100000.0,13712.476051647482,3.637978807091713e-12,13712.476051647478
151,0.2,100000.0,0.0,14010.676679895656,3.637978807091713e-12,14010.676679895652
152,0.2416666666666667,0.0,100000.0,14311.57817324866,-5.4569682106375694e-12,14311.578173248665
153,0.2,100000.0,0.0,14615.78978600604,-7.275957614183426e-12,14615.789786006048
154,0.2416666666666667,100000.0,0.0,14923.89824268252,14923.89824268252,0.0
155,0.2833333333333334,5985.256730572641,0.0,15236.465325798124,0.0,15236.465325798124
156,0.2858271903044053,6337.4703326477265,0.0,15554.02605212322,0.0,15554.02605212322
157,0.2884678029430085,6161.376115264638,0.0,15413.30566145526,0.0,15413.30566145526
158,0.29103504299103544,5987.368024445606,0.0,15274.671397351362,0.0,15274.671397351362
159,0.2935297796678878,100000.0,0.0,15138.244837355103,15138.244837355103,0.0
160,0.3351964463345545,100000.0,0.0,15004.126154606509,15004.126154606509,0.0
161,0.37686311300122116,100000.0,0.0,14872.393823232402,14872.393823232402,0.0
162,0.41852977966788785,100000.0,0.0,14743.104810192448,14743.104810192448,0.0
163,0.46019644633455453,100000.0,0.0,14616.294540777104,14616.294540777104,0.0
164,0.5018631130012212,100000.0,0.0,14491.976932781829,14491.976932781829,0.0
165,0.5435297796678878,100000.0,0.0,14370.144373146486,14370.144373146486,0.0
166,0.5851964463345545,-7.275957614183426e-12,100000.0,14250.767598569257,-5.4569682106375694e-12,14250.767598569262
167,0.5435297796678878,0.0,100000.0,14133.795411390458,1.8189894035458565e-12,14133.795411390456
168,0.5018631130012212,100000.0,0.0,14019.154172512555,-1.8189894035458565e-12,14019.154172512557
169,0.5435297796678878,0.0,100000.0,13741.414568186608,1.8189894035458565e-12,13741.414568186607
170,0.5018631130012212,0.0,100000.0,13456.554768036312,-1.0913936421275139e-11,13456.554768036323
171,0.46019644633455453,0.0,100000.0,13164.484663329093,5.4569682106375694e-12,13164.484663329087
172,0.41852977966788785,0.0,100000.0,12865.114421236114,-1.0913936421275139e-11,12865.114421236125
173,0.37686311300122116,100000.0,0.0,12558.353787485848,3.637978807091713e-12,12558.353787485845
174,0.41852977966788785,0.0,100000.0,12244.11126447528,7.275957614183426e-12,12244.111264475272
175,0.37686311300122116,0.0,100000.0,11922.292915725522,-5.4569682106375694e-12,11922.292915725528
176,0.3351964463345545,0.0,100000.0,11592.80149924198,1.8189894035458565e-12,11592.801499241978
177,0.2935297796678878,0.0,100000.0,11255.534685775803,5.4569682106375694e-12,11255.534685775798
178,0.2518631130012211,0.0,100000.0,10910.383580418173,1.4551915228366852e-11,10910.383580418158
179,0.21019644633455442,0.0,0.0,10557.230725790045,0.0,10557.230725790045
180,0.21019644633455442,0.0,0.0,10218.449299679573,953.7027377064824,9264.74656197309
181,0.21019644633455442,0.0,0.0,10016.129983737796,784.8480323326039,9231.281951405192
182,0.21019644633455442,75528.52879706945,0.0,9810.905913066295,1.8189894035458565e-12,9810.905913066294
183,0.2416666666666667,100000.0,0.0,9602.757436392354,-9.094947017729282e-12,9602.757436392363
184,0.2833333333333334,0.0,100000.0,9391.659711502753,-1.8189894035458565e-12,9391.659711502754
185,0.2416666666666667,0.0,100000.0,9177.581783100071,-1.8189894035458565e-11,9177.58178310009
186,0.2,0.0,0.0,8960.48555292446,0.0,8960.48555292446
187,0.2,0.0,0.0,8740.324444831165,0.0,8740.324444831165
188,0.2,0.0,0.0,8517.041836221018,0.0,8517.041836221018
189,0.2,0.0,0.0,8290.569070387255,0.0,8290.569070387255
190,0.2,100000.0,0.0,8060.823045691069,8060.823045691069,0.0
191,0.2416666666666667,100000.0,0.0,7827.703172478481,7827.703172478481,0.0
192,0.2833333333333334,100000.0,0.0,7591.087550174206,7591.087550174206,0.0
193,0.32500000000000007,100000.0,0.0,7170.291615567447,7170.291615567447,0.0
194,0.36666666666666675,100000.0,0.0,6745.632773701385,6745.632773701385,0.0
195,0.40833333333333344,100000.0,0.0,6317.475898734659,6317.475898734659,0.0
196,0.4500000000000001,0.0,0.0,5886.2138192653365,0.0,5886.2138192653365
197,0.4500000000000001,0.0,0.0,5452.275321595883,0.0,5452.275321595883
198,0.4500000000000001,-0.0,9608.0655207208,5016.136259795166,5016.136259795166,0.0
199,0.44599663936636647,-0.0,9589.296064282204,4578.335265244647,4578.335265244647,0.0
200,0.4420010993395822,-0.0,9570.526607843609,4139.496302865708,4139.496302865708,0.0
201,0.4380133799196474,-0.0,9551.757151405016,3700.361638867028,3700.361638867028,0.0
202,0.434033481106562,-0.0,9618.090007579656,3261.840923075513,3261.840923075513,0.0
203,0.4300259436034038,-0.0,9684.422863754296,2825.085890472211,2825.085890472211,0.0
204,0.42599076741017283,0.0,0.0,2391.6065351854654,4.547473508864641e-13,2391.606535185465
205,0.42599076741017283,0.0,0.0,2133.985619882642,0.0,2133.985619882642
206,0.42599076741017283,0.0,0.0,1872.6491529195905,4.547473508864641e-13,1872.64915291959
207,0.42599076741017283,-0.0,10471.94313149102,1606.9379514824668,1606.9379514824668,0.0
208,0.4216274577720516,-0.0,10508.837857483002,1349.3869222365286,1349.3869222365286,0.0
209,0.4172487753314337,-0.0,10545.732583474984,1191.7384513173756,1191.7384513173756,0.0
210,0.4128547200883191,-0.0,10582.627309466969,1035.788312957015,1035.788312957015,0.0
211,0.40844529204270785,-0.0,10672.52143870867,882.5670685327102,882.5670685327102,0.0
212,0.40399840810991255,-0.0,10762.415567950376,734.6683138805622,734.6683138805622,0.0
213,0.39951406828993324,-0.0,10852.30969719208,590.2305751319919,590.2305751319919,0.0
214,0.39499227258276987,-0.0,10822.071822773973,391.7118857862082,391.7118857862082,0.0
215,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
216,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
217,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
218,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
219,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
220,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
221,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
222,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
223,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
224,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
225,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
226,0.39048307598994736,0.0,0.0,0.0,0.0,0.0
227,0.39048307598994736,-0.0,10044.591530436575,0.0,0.0,0.0
228,0.3862978295189321,-0.0,9976.64351188286,0.0,0.0,0.0
229,0.3821408947223142,-0.0,9961.36709061386,0.0,0.0,0.0
230,0.3779903251012251,0.0,0.0,0.0,0.0,0.0
231,0.3779903251012251,75162.43711600165,0.0,0.0,0.0,0.0
232,0.40930800723289246,100000.0,0.0,0.0,0.0,0.0
233,0.45097467389955914,100000.0,0.0,0.0,0.0,0.0
234,0.4926413405662258,100000.0,0.0,0.0,0.0,0.0
235,0.5343080072328925,0.0,0.0,0.0,0.0,0.0
236,0.5343080072328925,0.0,0.0,0.0,0.0,0.0
237,0.5343080072328925,0.0,0.0,0.0,0.0,0.0
238,0.5343080072328925,0.0,0.0,0.0,0.0,0.0
239,0.5343080072328925,0.0,0.0,0.0,0.0,0.0
240,0.5343080072328925,-0.0,8245.808281848706,0.0,0.0,0.0
241,0.5308722537821222,-0.0,8136.486057928923,0.0,0.0,0.0
242,0.5274820512579852,-0.0,8027.163834009144,0.0,0.0,0.0
243,0.5241373996604813,-0.0,7917.841610089364,0.0,0.0,0.0
244,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
245,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
246,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
247,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
248,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
249,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
250,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
251,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
252,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
253,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
254,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
255,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
256,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
257,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
258,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
259,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
260,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
261,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
262,0.5208382989896108,0.0,0.0,0.0,0.0,0.0
263,0.5208382989896108,-0.0,7345.742008766333,0.0,0.0,0.0
264,0.5177775731526247,-0.0,7232.431252967876,0.0,0.0,0.0
265,0.5147640601305548,-0.0,7079.775223087252,0.0,0.0,0.0
266,0.5118141537876018,-0.0,6927.1191932066295,0.0,0.0,0.0
267,0.5089278541237656,-0.0,6774.463163326006,0.0,0.0,0.0
268,0.5061051611390465,-0.0,6711.711001672748,0.0,0.0,0.0
269,0.5033086148883494,0.0,0.0,0.0,0.0,0.0
270,0.5033086148883494,0.0,0.0,0.0,0.0,0.0
271,0.5033086148883494,0.0,100000.0,0.0,0.0,0.0
272,0.46164194822168275,0.0,0.0,0.0,0.0,0.0
273,0.46164194822168275,0.0,0.0,0.0,0.0,0.0
274,0.46164194822168275,0.0,0.0,0.0,0.0,0.0
275,0.46164194822168275,-0.0,6681.129367965353,0.0,0.0,0.0
276,0.45885814431836386,-0.0,6740.548686247695,0.0,0.0,0.0
277,0.45604958236576065,-0.0,6746.320552074591,0.0,0.0,0.0
278,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
279,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
280,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
281,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
282,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
283,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
284,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
285,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
286,0.4532386154690629,0.0,0.0,0.0,0.0,0.0
287,0.4532386154690629,0.0,100000.0,0.0,0.0,0.0
288,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
289,0.4115719488023962,0.0,100000.0,0.0,0.0,0.0
290,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
291,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
292,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
293,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
294,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
295,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
296,0.36990528213572954,0.0,100000.0,0.0,0.0,0.0
297,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
298,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
299,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
300,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
301,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
302,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
303,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
304,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
305,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
306,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
307,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
308,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
309,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
310,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
311,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
312,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
313,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
314,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
315,0.32823861546906286,0.0,0.0,0.0,0.0,0.0
316,0.32823861546906286,100000.0,0.0,0.0,0.0,0.0
317,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
318,0.36990528213572954,0.0,0.0,0.0,0.0,0.0
319,0.36990528213572954,100000.0,0.0,0.0,0.0,0.0
320,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
321,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
322,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
323,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
324,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
325,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
326,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
327,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
328,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
329,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
330,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
331,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
332,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
333,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
334,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
335,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
336,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
337,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
338,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
339,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
340,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
341,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
342,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
343,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
344,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
345,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
346,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
347,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
348,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
349,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
350,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
351,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
352,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
353,0.4115719488023962,0.0,0.0,0.0,0.0,0.0
354,0.4115719488023962,-0.0,6074.210585593516,0.0,0.0,0.0
355,0.4090410277250656,-0.0,6077.917051310293,7.270535910482803,7.270535910482803,0.0
356,0.40650856228701965,-0.0,6081.623517027068,39.12856616301932,39.12856616301932,0.0
357,0.40397455248825836,-0.0,6085.329982743844,71.26170153416729,71.26170153416729,0.0
358,0.40143899832878177,100000.0,0.0,103.54648185669429,-3.652189661806915e-12,103.54648185669794
359,0.44310566499544846,100000.0,0.0,135.91082770147457,-1.9895196601282805e-13,135.91082770147477
360,0.48477233166211514,100000.0,0.0,168.31198730079402,1.2249756764504127e-11,168.31198730078177
361,0.5264389983287818,100000.0,0.0,618.6815539035479,2.7284841053187847e-12,618.6815539035451
362,0.5681056649954485,100000.0,0.0,1101.3134355728123,1.5916157281026244e-12,1101.3134355728107
363,0.6097723316621151,100000.0,0.0,1607.1755648621877,-3.410605131648481e-12,1607.175564862191
364,0.6514389983287817,-0.0,6218.701014943183,2130.438648471766,2130.438648471766,0.0
365,0.6488478729058887,-0.0,6123.458284144029,2666.769020526692,2666.769020526692,0.0
