Electric Power (kW),Source Temperature (K),Thermal Power (kW)
3002.722830787155,314.39854539685797,5534.252543366611
2274.4838860492277,320.13926588606745,4298.687784076902
594.1084844353461,317.26184532414106,494.63872030829947
4692.438375109114,321.62320655924486,10982.000827553922
3297.581191796196,319.8397974621746,6853.8507011138345
3723.8837281314904,320.16545544604753,8003.543814426648
4055.4027932447098,321.6254519300921,9144.198694661609
1422.4093782715452,320.14785001635954,2195.645140187537
3991.1254636202166,318.2609901625516,8410.49931828791
2304.4558141934904,317.996078388754,4202.595272955629
1921.0821859689327,320.25492664147356,3418.5640381907415
5248.09233379185,314.6161554608678,11136.142515129555
5139.871376181017,313.8364660421489,10699.892052107927
53.29272120438855,314.9804384833793,8.214853615229801
5790.048935860066,316.00712772697693,12892.098190688503
1557.7563982197794,321.643294898851,2591.9337309442703
784.4010513238455,313.8207777869688,748.98561943523
4742.920238172878,316.1074309101238,10045.444410069873
2481.3886566191686,319.362864666116,4750.837157928281
1669.1893270851288,319.57247617557584,2758.441593842328
5549.068799670476,323.1441475076999,14006.294028618173
2473.412258644806,315.4056737167788,4403.173009864634
5792.5749198275425,313.87005514795663,12427.855562090155
273.1542673477414,317.34729987241883,126.9265488392586
1907.427608311885,317.07305007501395,3190.4113100478457
950.574244475207,315.774768202209,1067.6962754474248
4744.876784658295,317.286527333847,10265.424698243856
3715.1864348638414,313.4118367037065,7068.367175128704
212.1960476601945,319.98898249472444,85.76188187669823
2974.5591376877223,314.6117379565346,5489.991777128506
2402.8336954085385,322.32996117689464,4823.732787019187
5135.774097782691,316.2851726291305,11155.383666806396
1331.3232429240634,314.007127147962,1775.1657055917162
2877.3921257264465,313.89068703653226,5202.137859375933
5628.337413899438,320.5371122669494,13541.758127228048
5898.740982125744,318.0164878879306,13663.911235624428
3518.6354046544043,315.03488164968707,6800.462118808644
293.94873855667083,320.56652351152326,153.30954536358033
5456.763502267284,318.28155411060754,12489.95333725355
89.75984219027589,322.2706333894653,21.11465655618571
5843.7886270136205,318.5113490676696,13638.66387263899
2667.3367315681785,317.6431569405503,5050.802036621458
2485.5246932643513,319.27963275948696,4753.70464080971
5446.785458771931,314.04065448207695,11556.701994319925
2794.1670018694226,317.96050327441924,5388.296638098435
5900.64746504715,313.7006903515275,12664.841940157401
3001.837620362897,315.0604530435277,5596.098015292263
473.68195384304903,320.99317044879615,357.5244209847362
4686.19986572458,313.39715856436254,9438.303631835328
4374.469813749543,319.79394813488545,9701.936195482447
1103.6655661228633,321.77529417104705,1522.2767185988678
1298.1314054271265,314.81397369011535,1730.8607188677604
1983.5881781553649,315.5825816339808,3281.8537219095224
1707.0375308620246,315.5295626907724,2647.9796088094017
5140.614601832543,314.66067718964126,10854.714808781076
5067.667931080237,321.70245904615734,12134.15432198739
3743.0107437163247,317.6861201977479,7690.274364135387
2526.0264958717817,321.6573427369212,5080.718881236048
1230.8537374246791,319.9411554353401,1747.7953642479572
4942.518785795737,319.2325877681519,11209.087877853166
2798.40344725131,316.87673816048357,5293.440047950567
4615.381300605643,321.3928804408911,10705.128164020325
1573.0071761335446,316.27255843852015,2379.0183397384244
71.335451363848,322.80771512678757,14.8334149243751
1725.3894703619103,315.4181613280961,2684.1595053446517
5183.394363020357,315.36584188608106,11105.699010600409
572.765023885319,316.01795236688724,454.03495819584725
5028.6786154077845,322.30984623490554,12159.686876997166
