,0,1,2
Outdoor Air/Water_Regulated,0.00816541200116719,0.178761025870377,2.9318023593202174
Outdoor Air/Water_On-Off,0.00521735949788894,0.13313192856104913,2.8111834614289792
Brine/Water_Regulated,-0.0025465685681838324,0.09552243466146416,3.836110582240205
Water/Water_On-Off,0.0030886732396552706,0.11224066454467853,4.239204269854828
Brine/Water_On-Off,0.001109838697155833,0.06370388494181228,3.469813580893091
Brine/Water and Water/Water_Regulated,-0.002583606718758632,0.11299066514493901,4.006027577979875
Water/Water_Regulated,-0.008217661672230443,0.09821042620914552,4.5971497011101645
Brine/Water and Water/Water_On-Off,0.0010022675516911093,0.08514996786826427,3.7269328802542967
